customer_id,plan_type,contract_type,subscription_date,total_users,unsubscribed_date,churned,payment_value_mean,payment_value_sum,payment_value_std,payment_value_min,payment_value_max,payment_delay_days_mean,payment_delay_days_max,is_dunning_sum,is_dunning_mean,is_on_time_sum,is_on_time_mean,payment_consistency_score,dunning_event_count,dunning_event_ratio,monthly_usage_hrs_mean,monthly_usage_hrs_std,monthly_usage_hrs_max,monthly_usage_hrs_min,feature_adoption_pct_mean,feature_adoption_pct_std,feature_adoption_pct_max,last_login_date_max,days_since_last_login,usage_trend,avg_monthly_usage_hours,avg_nps_score,nps_std,nps_min,nps_max,recent_nps_score,nps_trend,detractor_ratio,nps_normalized,total_tickets,tickets_account,tickets_billing,tickets_feature request,tickets_onboarding,tickets_technical,priority_critical,priority_high,priority_low,priority_medium,resolved_tickets,open_tickets,critical_high_tickets,critical_ticket_ratio,resolution_rate,unresolved_ratio,tenure_days,tenure_months,tenure_years,months_to_renewal,inactive_flag,mrr_current,mrr_6mo_avg,contract_factor,annual_value,payment_health_score,engagement_health_score,satisfaction_health_score,revenue_at_risk,payment_trend,usage_per_user,usage_segment,feature_adoption_trend,engagement_velocity,churn_risk_score,support_burden_ratio,starter_monthly_usage_per_user,starter_engagement_to_cost,professional_expansion_potential,professional_revenue_quality,enterprise_account_health,enterprise_strategic_risk,total_users_change,nps_deterioration_risk,cost_per_user,roi_indicator
C-0011,Starter,Monthly,2022-09-30,1,,0,52.13,1459.64,0.0,52.13,52.13,1.4285714285714286,12,0,0.0,24,0.8571428571428571,0.8571428571428571,0.0,0.0,27.5,,27.5,27.5,37.2,,37.2,2024-11-23,39,0.0,27.5,3.5,0.7071067811865476,3.0,4.0,4.0,0.5,1.0,0.4090909090909091,4.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.5,0.75,0.25,824,27.466666666666665,2.2575342465753425,0,1,52.13,52.13,1.0,625.5600000000001,0.919047619047619,1.0,0.5170454545454546,297.2594772727273,0.0,27.5,light_user,0.0,0.0,0.8509280303030303,0.14563106796116507,27.5,0.01918281220026856,0.0,0.0,0.0,0.0,0,0.0,52.13,0.5275273355073854
C-0012,Starter,Annual,2023-08-31,2,,0,2326.56,6979.68,0.0,2326.56,2326.56,8.333333333333334,14,0,0.0,0,0.0,0.0,0.0,0.0,34.6,,34.6,34.6,72.5,,72.5,2024-10-08,85,0.0,34.6,2.5,0.7071067811865476,2.0,3.0,2.0,-0.5,1.0,0.3181818181818182,8.0,3.0,4.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,7.0,1.0,5.0,0.625,0.875,0.125,489,16.3,1.3397260273972602,7,1,2326.56,2326.56,0.7,6979.68,0.4444444444444444,1.0,0.47159090909090906,4096.1556363636355,0.0,17.3,regular_user,0.0,0.0,0.6734532828282829,0.49079754601226994,17.3,0.00042981913210920846,0.0,0.0,0.0,0.0,1,0.5,1163.28,0.014871741970978613
C-0013,Enterprise,Annual,2022-12-31,16,,0,12348.36,24696.72,0.0,12348.36,12348.36,5.5,6,0,0.0,0,0.0,0.0,0.0,0.0,195.8,,195.8,195.8,47.1,,47.1,2024-10-31,62,0.0,195.8,2.0,1.4142135623730951,2.0,2.0,2.0,0.0,1.0,0.2727272727272727,11.0,1.0,4.0,2.0,0.0,4.0,1.0,4.0,1.0,5.0,7.0,4.0,5.0,0.45454545454545453,0.6363636363636364,0.36363636363636365,732,24.4,2.0054794520547947,11,1,12348.36,12348.36,0.7,24696.72,0.4633333333333333,1.0,0.43181818181818177,20753.10284727272,0.0,12.2375,power_user,0.0,0.0,0.6701212121212121,0.45081967213114754,0.0,0.0,0.0,0.0,0.6432878787878787,0.45454545454545453,15,0.0,771.7725,0.01585635663359345
C-0014,Starter,Monthly,2021-09-30,4,,0,126.08999999999999,3026.16,0.0,126.09,126.09,0.5,12,0,0.0,23,0.9583333333333334,0.9583333333333334,0.0,0.0,14.0,,14.0,14.0,75.3,,75.3,2024-11-14,48,0.0,14.0,8.0,1.4142135623730951,8.0,8.0,8.0,0.0,0.0,0.8181818181818182,7.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,5.0,6.0,1.0,1.0,0.14285714285714285,0.8571428571428571,0.14285714285714285,1189,39.63333333333333,3.2575342465753425,0,1,126.08999999999999,126.08999999999999,1.0,1513.08,0.9758333333333333,1.0,0.8376623376623377,1236.820085064935,0.0,3.5,light_user,0.0,0.0,0.950957251082251,0.17661900756938603,3.5,0.00793084304861607,0.0,0.0,0.0,0.0,3,0.0,31.522499999999997,0.11103180268062496
C-0015,Professional,Annual,2021-02-28,12,,0,8836.92,44184.6,0.0,8836.92,8836.92,6.4,8,1,0.2,0,0.0,0.0,1.0,0.2,96.9,,96.9,96.9,80.6,,80.6,2024-12-21,11,0.0,96.9,5.5,0.7071067811865476,5.0,6.0,6.0,0.5,1.0,0.5909090909090909,11.0,1.0,3.0,0.0,0.0,7.0,2.0,3.0,4.0,2.0,8.0,3.0,5.0,0.45454545454545453,0.7272727272727273,0.2727272727272727,1403,46.766666666666666,3.8438356164383563,1,0,8836.92,8836.92,0.7,44184.6,0.3973333333333333,1.0,0.6136363636363636,18098.65484509091,0.0,8.075000000000001,regular_user,0.0,0.0,0.6924757575757576,0.23521026372059872,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,11,0.0,736.41,0.01096535897122527
C-0016,Professional,Monthly,2024-11-30,15,,0,620.23,28530.58,0.0,620.23,620.23,0.32608695652173914,9,0,0.0,44,0.9565217391304348,0.9565217391304348,0.0,0.0,55.9,,55.9,55.9,65.8,,65.8,2024-11-23,39,0.0,55.9,7.5,2.1213203435596424,6.0,9.0,6.0,-1.5,0.5,0.7727272727272727,11.0,2.0,5.0,0.0,1.0,3.0,0.0,2.0,6.0,3.0,9.0,2.0,2.0,0.18181818181818182,0.8181818181818182,0.18181818181818182,32,1.0666666666666667,0.08767123287671233,0,1,620.23,620.23,1.0,7442.76,0.976086956521739,1.0,0.7954545454545454,5778.803033596837,0.0,3.7266666666666666,regular_user,0.0,0.0,0.940494071146245,10.3125,0.0,0.0,0.9333333333333333,0.7391304347826086,0.0,0.0,14,1.5,41.34866666666667,0.09012785579543073
C-0017,Starter,Annual,2024-11-30,3,,0,654.36,1963.08,0.0,654.36,654.36,2.6666666666666665,4,2,0.6666666666666666,0,0.0,0.0,2.0,0.6666666666666666,6.2,,6.2,6.2,24.4,,24.4,2024-10-25,68,0.0,6.2,6.5,0.7071067811865476,6.0,7.0,6.0,-0.5,0.5,0.6818181818181818,5.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,4.0,1.0,2.0,0.4,0.8,0.2,32,1.0666666666666667,0.08767123287671233,10,1,654.36,654.36,0.7,1963.08,0.28222222222222226,1.0,0.6909090909090909,1071.7861585454546,0.0,2.066666666666667,light_user,0.0,0.0,0.6715050505050506,4.6875,2.066666666666667,0.0015282107708295127,0.0,0.0,0.0,0.0,2,0.5,218.12,0.009474906779142981
C-0018,Starter,Monthly,2021-08-31,4,,0,168.12,840.6,0.0,168.12,168.12,11.0,15,4,0.8,0,0.0,0.0,4.0,0.8,31.1,,31.1,31.1,74.8,,74.8,2024-12-26,6,0.0,31.1,0.5,0.7071067811865476,0.0,1.0,1.0,0.5,1.0,0.13636363636363635,13.0,2.0,2.0,3.0,1.0,5.0,1.0,3.0,2.0,7.0,8.0,5.0,4.0,0.3076923076923077,0.6153846153846154,0.38461538461538464,1219,40.63333333333333,3.33972602739726,0,0,168.12,168.12,1.0,2017.44,0.18666666666666665,1.0,0.3951048951048951,148.7920783216783,0.0,7.775,light_user,0.0,0.0,0.5641095571095571,0.3199343724364233,7.775,0.00594813228646205,0.0,0.0,0.0,0.0,3,0.0,42.03,0.18498691410896978
C-0019,Professional,Monthly,2021-05-31,18,,0,607.44,24297.600000000002,0.0,607.44,607.44,1.025,15,0,0.0,36,0.9,0.9,0.0,0.0,49.7,,49.7,49.7,22.2,,22.2,2024-12-26,6,0.0,49.7,1.0,1.4142135623730951,0.0,2.0,2.0,1.0,1.0,0.18181818181818182,12.0,2.0,4.0,1.0,1.0,4.0,0.0,5.0,5.0,2.0,8.0,4.0,5.0,0.4166666666666667,0.6666666666666666,0.3333333333333333,1311,43.7,3.591780821917808,0,0,607.44,607.44,1.0,7289.280000000001,0.9431666666666667,1.0,0.4034090909090909,2773.4398881818183,0.0,2.761111111111111,regular_user,0.0,0.0,0.8309606060606061,0.2745995423340961,0.0,0.0,0.9444444444444444,0.16363636363636364,0.0,0.0,17,0.0,33.74666666666667,0.08181878045568286
C-0020,Starter,Annual,2022-09-30,1,,0,738.12,3690.6,0.0,738.12,738.12,11.8,14,1,0.2,0,0.0,0.0,1.0,0.2,30.0,,30.0,30.0,80.4,,80.4,2024-12-01,31,0.0,30.0,4.0,1.4142135623730951,4.0,4.0,4.0,0.0,1.0,0.45454545454545453,15.0,3.0,4.0,1.0,0.0,7.0,0.0,5.0,5.0,5.0,11.0,4.0,5.0,0.3333333333333333,0.7333333333333333,0.26666666666666666,824,27.466666666666665,2.2575342465753425,8,1,738.12,738.12,0.7,3690.6,0.36133333333333334,1.0,0.5772727272727273,1293.2882347636364,0.0,30.0,light_user,0.0,0.0,0.6707848484848484,0.5461165048543689,30.0,0.0013547932585487455,0.0,0.0,0.0,0.0,0,0.0,738.12,0.04064379775646236
C-0021,Starter,Monthly,2023-12-31,1,,0,64.66,1745.82,0.0,64.66,64.66,0.6296296296296297,9,0,0.0,24,0.8888888888888888,0.8888888888888888,0.0,0.0,40.5,,40.5,40.5,73.5,,73.5,2024-10-05,88,0.0,40.5,1.0,1.4142135623730951,1.0,1.0,1.0,0.0,1.0,0.18181818181818182,6.0,1.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,2.0,4.0,2.0,2.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,367,12.233333333333333,1.0054794520547945,0,1,64.66,64.66,1.0,775.92,0.9402469135802469,1.0,0.4242424242424242,309.50876947250276,0.0,40.5,regular_user,0.0,0.0,0.8351470258136925,0.4904632152588556,40.5,0.01546551190844417,0.0,0.0,0.0,0.0,0,0.0,64.66,0.6263532322919889
C-0022,Starter,Monthly,2024-06-30,2,,0,123.17,1478.04,0.0,123.17,123.17,1.8333333333333333,12,0,0.0,9,0.75,0.75,0.0,0.0,18.7,,18.7,18.7,71.0,,71.0,2024-12-15,17,0.0,18.7,9.0,1.4142135623730951,8.0,10.0,8.0,-1.0,0.0,0.9090909090909091,7.0,1.0,2.0,0.0,1.0,3.0,0.0,3.0,1.0,3.0,6.0,1.0,3.0,0.42857142857142855,0.8571428571428571,0.14285714285714285,185,6.166666666666667,0.5068493150684932,0,0,123.17,123.17,1.0,1478.04,0.8627777777777779,1.0,0.8116883116883117,1035.081222943723,0.0,9.35,light_user,0.0,0.0,0.9048943001443002,1.135135135135135,9.35,0.00811886011204027,0.0,0.0,0.0,0.0,1,1.0,61.585,0.15182268409515304
C-0023,Enterprise,Monthly,2023-03-31,64,,0,4829.78,28978.68,0.0,4829.78,4829.78,0.0,0,0,0.0,6,1.0,1.0,0.0,0.0,220.0,,220.0,220.0,87.1,,87.1,2024-10-26,67,0.0,220.0,8.0,1.4142135623730951,8.0,8.0,8.0,0.0,0.0,0.8181818181818182,13.0,2.0,4.0,2.0,2.0,3.0,1.0,6.0,2.0,4.0,9.0,4.0,7.0,0.5384615384615384,0.6923076923076923,0.3076923076923077,642,21.4,1.7589041095890412,0,1,4829.78,4829.78,1.0,57957.36,1.0,1.0,0.6975524475524475,40428.29832167832,0.0,3.4375,power_user,0.0,0.0,0.9243881118881119,0.6074766355140188,0.0,0.0,0.0,0.0,0.9243881118881119,0.5384615384615384,63,0.0,75.4653125,0.04555072901871307
C-0024,Professional,Monthly,2022-09-30,16,,0,418.88,8796.48,0.0,418.88,418.88,1.8095238095238095,14,0,0.0,17,0.8095238095238095,0.8095238095238095,0.0,0.0,74.1,,74.1,74.1,16.9,,16.9,2024-11-08,54,0.0,74.1,7.0,1.4142135623730951,6.0,8.0,8.0,1.0,0.5,0.7272727272727273,15.0,2.0,4.0,1.0,0.0,8.0,3.0,1.0,5.0,6.0,10.0,5.0,4.0,0.26666666666666666,0.6666666666666666,0.3333333333333333,824,27.466666666666665,2.2575342465753425,0,1,418.88,418.88,1.0,5026.5599999999995,0.8926984126984127,1.0,0.7136363636363636,3202.230613333333,0.0,4.63125,regular_user,0.0,0.0,0.8908535353535354,0.5461165048543689,0.0,0.0,0.9375,0.5887445887445888,0.0,0.0,15,0.0,26.18,0.17690030557677616
C-0025,Enterprise,Annual,2024-07-31,42,,0,56684.76,170054.28,0.0,56684.76,56684.76,2.3333333333333335,5,0,0.0,1,0.3333333333333333,0.3333333333333333,0.0,0.0,109.7,,109.7,109.7,44.6,,44.6,2024-11-18,44,0.0,109.7,9.5,0.7071067811865476,9.0,10.0,9.0,-0.5,0.0,0.9545454545454546,9.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,3.0,6.0,2.0,3.0,0.3333333333333333,0.75,0.25,154,5.133333333333334,0.42191780821917807,6,1,56684.76,56684.76,0.7,170054.28,0.6511111111111112,1.0,0.8522727272727273,264228.2790000001,0.0,2.611904761904762,regular_user,0.0,0.0,0.8409570707070708,0.35386631716906947,0.0,0.0,0.0,0.0,0.8235126262626262,0.0,41,0.5,1349.6371428571429,0.0019352644343911837
C-0026,Professional,Monthly,2021-09-30,16,,0,331.45,1657.25,0.0,331.45,331.45,3.0,9,0,0.0,3,0.6,0.6,0.0,0.0,96.3,,96.3,96.3,93.7,,93.7,2024-12-15,17,0.0,96.3,4.0,1.4142135623730951,4.0,4.0,4.0,0.0,1.0,0.45454545454545453,7.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,4.0,7.0,0.0,1.0,0.14285714285714285,1.0,0.0,1189,39.63333333333333,3.2575342465753425,0,0,331.45,331.45,1.0,3977.3999999999996,0.78,1.0,0.6915584415584416,2145.471545454546,0.0,6.01875,regular_user,0.0,0.0,0.8458896103896104,0.17661900756938603,0.0,0.0,0.9375,0.2727272727272727,0.0,0.0,15,0.0,20.715625,0.2905415598129431
C-0027,Professional,Monthly,2022-11-30,5,,0,442.45,17255.55,0.0,442.45,442.45,0.7435897435897436,12,0,0.0,34,0.8717948717948718,0.8717948717948718,0.0,0.0,97.1,,97.1,97.1,90.6,,90.6,2024-10-20,73,0.0,97.1,7.0,1.4142135623730951,7.0,7.0,7.0,0.0,0.0,0.7272727272727273,14.0,3.0,3.0,2.0,2.0,4.0,2.0,5.0,4.0,3.0,9.0,5.0,7.0,0.5,0.6428571428571429,0.35714285714285715,763,25.433333333333334,2.0904109589041098,0,1,442.45,442.45,1.0,5309.4,0.930940170940171,1.0,0.6493506493506493,3209.567365967366,0.0,19.419999999999998,regular_user,0.0,0.0,0.8881667221667222,0.5504587155963303,0.0,0.0,0.8,0.6340326340326341,0.0,0.0,4,0.0,88.49,0.21945982596903604
C-0028,Professional,Annual,2022-04-30,19,,0,6574.08,26296.32,0.0,6574.08,6574.08,4.25,10,1,0.25,0,0.0,0.0,1.0,0.25,91.9,,91.9,91.9,50.9,,50.9,2024-12-06,26,0.0,91.9,1.5,0.7071067811865476,1.0,2.0,1.0,-0.5,1.0,0.22727272727272727,14.0,0.0,5.0,0.0,1.0,8.0,2.0,3.0,2.0,7.0,10.0,4.0,5.0,0.35714285714285715,0.7142857142857143,0.2857142857142857,977,32.56666666666667,2.6767123287671235,3,0,6574.08,6574.08,0.7,26296.32,0.39666666666666667,1.0,0.45292207792207795,9921.183185454545,0.0,4.836842105263158,regular_user,0.0,0.0,0.6520638528138529,0.4298874104401228,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,18,0.5,346.0042105263158,0.013979142328660437
C-0029,Starter,Monthly,2024-11-30,2,,0,144.05,4609.6,0.0,144.05,144.05,0.5,9,0,0.0,28,0.875,0.875,0.0,0.0,17.1,,17.1,17.1,43.0,,43.0,2024-12-08,24,0.0,17.1,5.0,1.4142135623730951,5.0,5.0,5.0,0.0,1.0,0.5454545454545454,7.0,0.0,1.0,2.0,0.0,4.0,0.0,2.0,5.0,0.0,4.0,3.0,2.0,0.2857142857142857,0.5714285714285714,0.42857142857142855,32,1.0666666666666667,0.08767123287671233,0,0,144.05,144.05,1.0,1728.6000000000001,0.9341666666666667,1.0,0.5941558441558441,959.4431542207791,0.0,8.55,light_user,0.0,0.0,0.8754972943722944,6.5625,8.55,0.006942034015966677,0.0,0.0,0.0,0.0,1,0.0,72.025,0.1187087816730302
C-0030,Professional,Monthly,2021-11-30,12,,0,764.77,2294.31,0.0,764.77,764.77,10.666666666666666,15,2,0.6666666666666666,0,0.0,0.0,2.0,0.6666666666666666,37.4,,37.4,37.4,44.5,,44.5,2024-12-17,15,0.0,37.4,7.0,1.4142135623730951,7.0,7.0,7.0,0.0,0.0,0.7272727272727273,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1128,37.6,3.0904109589041098,0,0,764.77,764.77,1.0,9177.24,0.22888888888888892,1.0,0.8636363636363636,1814.1271393939396,0.0,3.1166666666666667,regular_user,0.0,0.0,0.6960202020202021,0.026595744680851064,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,11,0.0,63.73083333333333,0.048903591929599755
C-0031,Starter,Annual,2024-02-29,2,,0,2085.84,10429.2,0.0,2085.84,2085.84,7.6,13,1,0.2,0,0.0,0.0,1.0,0.2,52.0,,52.0,52.0,49.7,,49.7,2024-10-25,68,0.0,52.0,5.0,1.4142135623730951,5.0,5.0,5.0,0.0,1.0,0.5454545454545454,9.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,3.0,6.0,2.0,3.0,0.3333333333333333,0.75,0.25,307,10.233333333333333,0.8410958904109589,1,1,2085.84,2085.84,0.7,10429.2,0.3893333333333333,1.0,0.6477272727272727,4418.491758545454,0.0,26.0,regular_user,0.0,0.0,0.6981984848484848,0.35386631716906947,26.0,0.0004794231580562267,0.0,0.0,0.0,0.0,1,0.0,1042.92,0.024930004218923787
