time,elapsed,author,message,sentiment,emotion
2026-03-24 14:44:36,0:00:22,@Zahraaa__xx,:stopwatch-blue-hand-timer::stopwatch-blue-hand-timer::stopwatch-blue-hand-timer::stopwatch-blue-hand-timer::stopwatch-blue-hand-timer::stopwatch-blue-hand-timer::stopwatch-blue-hand-timer:,Neutral,Neutral
2026-03-24 14:44:37,0:00:23,@EVASiscca,bang windah 1 minit only d malaysia,Neutral,Neutral
2026-03-24 14:44:39,0:00:25,@meilawuu,:virtualhug::virtualhug::virtualhug::virtualhug:,Neutral,Neutral
2026-03-24 14:44:39,0:00:25,@sawako.kaze_luvv,YEYYY,Neutral,Neutral
2026-03-24 14:44:39,0:00:25,@putriiiiajaa,p,Neutral,Neutral
2026-03-24 14:44:40,0:00:26,@ryanand6684,delay ini pastii,Neutral,Neutral
2026-03-24 14:44:40,0:00:26,@cacaonly2012,YEYEYEYEYEYE,Neutral,Neutral
2026-03-24 14:44:40,0:00:26,@dellyapingg-m8o,terlalu di besar besar kan terlalu di besar besar kan terlalu di besar besar kan terlalu di besar besar kan terlalu di besar besar kan terlalu di besar besar kan terlalu di besar besar kan,Neutral,Neutral
2026-03-24 14:44:40,0:00:26,@tsankinn,yeayyy,Neutral,Neutral
2026-03-24 14:44:40,0:00:26,@Balderikk,SATU MENIT,Neutral,Neutral
2026-03-24 14:44:40,0:00:26,@bossabel620,langsung bg,Neutral,Neutral
2026-03-24 14:44:40,0:00:26,@MuhdHakimi-f9q,selamat hari raya,Neutral,Neutral
2026-03-24 14:44:41,0:00:27,@raraayay-gh4,letsgoo,Neutral,Neutral
2026-03-24 14:44:41,0:00:27,@amelbta6281,banggg,Neutral,Neutral
2026-03-24 14:44:41,0:00:27,@nurulzahraputri,les gooo,Neutral,Neutral
2026-03-24 14:44:41,0:00:27,@Bocilkematian_11,let's go,Neutral,Neutral
2026-03-24 14:44:42,0:00:28,@indrisayangpapawindut,LETSS GOOOOWWW,Neutral,Neutral
2026-03-24 14:44:42,0:00:28,@alpukatcoklat00,ayooo banggggggggkkhhhhhh,Neutral,Neutral
2026-03-24 14:44:43,0:00:29,@syirenanzarayu,1 menit,Neutral,Neutral
2026-03-24 14:44:43,0:00:29,@KartikaDewi-vl7es,gccc,Neutral,Neutral
2026-03-24 14:44:43,0:00:29,@calatoni,:face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying:,Neutral,Neutral
2026-03-24 14:44:43,0:00:29,@Apid8,ok,Positive,Neutral
2026-03-24 14:44:45,0:00:31,@ranzehandsomebgt,lestgoooooo,Neutral,Neutral
2026-03-24 14:44:45,0:00:31,@YasherAqilah,letsgooo,Neutral,Neutral
2026-03-24 14:44:45,0:00:31,@ChellaOkta,GGGGGGGGGGGGGGG,Neutral,Neutral
2026-03-24 14:44:45,0:00:31,@FasyaAlfarraz,coiiiiiu,Neutral,Neutral
2026-03-24 14:44:45,0:00:31,@azizahnaa,mie,Neutral,Neutral
2026-03-24 14:44:46,0:00:32,@hanipalabidzar,oiii,Neutral,Neutral
2026-03-24 14:44:46,0:00:32,@SIWA_STORE1,yoooo,Neutral,Neutral
2026-03-24 14:44:47,0:00:33,@mikriuk,EYOO BROO,Neutral,Neutral
2026-03-24 14:44:47,0:00:33,@NanaLala-bi7pv,mana ni,Neutral,Neutral
2026-03-24 14:44:48,0:00:34,@MutiaDwiAnggraini-d8c,HADIRR,Neutral,Neutral
2026-03-24 14:44:49,0:00:35,@rohan990-j9,letsgo,Neutral,Neutral
2026-03-24 14:44:49,0:00:35,@Virraaa-nasgor,:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:,Neutral,Neutral
2026-03-24 14:44:49,0:00:35,@kiaawimt,YEYY,Neutral,Neutral
2026-03-24 14:44:49,0:00:35,@PRIA-bp7iv,gassss,Neutral,Neutral
2026-03-24 14:44:49,0:00:35,@whiskey-18,let's goooo,Neutral,Neutral
2026-03-24 14:44:49,0:00:35,@ayulizzy,lests gooooo,Neutral,Neutral
2026-03-24 14:44:49,0:00:35,@m0ndazee2,ayoo banggg,Neutral,Neutral
2026-03-24 14:44:50,0:00:36,@Sintaa-xh1oh,Aku banggg,Neutral,Neutral
2026-03-24 14:44:50,0:00:36,@surotosuroto2264,yeyyyy,Neutral,Neutral
2026-03-24 14:44:50,0:00:36,@sabrnarsy,GASSSSS,Neutral,Neutral
2026-03-24 14:44:50,0:00:36,@sawako.kaze_luvv,YEYY,Neutral,Neutral
2026-03-24 14:44:50,0:00:36,@leyabadoobee,YEYYY,Neutral,Neutral
2026-03-24 14:44:50,0:00:36,@ppnarawinsonly,:face-blue-smiling::face-blue-smiling:,Neutral,Neutral
2026-03-24 14:44:51,0:00:37,@hxrd12L,iklan,Neutral,Neutral
2026-03-24 14:44:51,0:00:37,@skie-f4f,bang makananku udah keburu habis,Neutral,Neutral
2026-03-24 14:44:51,0:00:37,@rafijunior1305,gas banggggggggggg:face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes:,Neutral,Neutral
2026-03-24 14:44:51,0:00:37,@widy2922,bang losi dimana,Neutral,Neutral
2026-03-24 14:44:51,0:00:37,@muhammadizza-w3x1n,halo guys arigato kiyumassa,Neutral,Neutral
2026-03-24 14:44:51,0:00:37,@MRKurusGAMES,L IKLAN,Neutral,Neutral
2026-03-24 14:44:52,0:00:38,@Pian-gemang,aku bang,Neutral,Neutral
2026-03-24 14:44:52,0:00:38,@Rizz29226,w thumbnail,Neutral,Neutral
2026-03-24 14:44:52,0:00:38,@ReyyXz44UTAMA,goooo,Neutral,Neutral
2026-03-24 14:44:52,0:00:38,@Nasyafineshyt,wan minut,Negative,Neutral
2026-03-24 14:44:52,0:00:38,@syiifaaa6,yeyyyyy,Neutral,Neutral
2026-03-24 14:44:52,0:00:38,@AfifahSofia-z2l,cpt dongg,Neutral,Neutral
2026-03-24 14:44:52,0:00:38,@innaismatulnabilla951,LESGOOOOOOOOOOOOO,Neutral,Neutral
2026-03-24 14:44:53,0:00:39,@rizkicms2885,BANG KAPAN MAIN DREAMCOREE,Positive,Neutral
2026-03-24 14:44:53,0:00:39,@albert-b9r8s,lestt gooo,Neutral,Neutral
2026-03-24 14:44:53,0:00:39,@ezanizizi,LETS GOO,Neutral,Neutral
2026-03-24 14:44:54,0:00:40,@Arsenpacarjua,LEST GOO,Neutral,Neutral
2026-03-24 14:44:54,0:00:40,@NurilMaulidiya-fu2gh,mana ni wokk,Neutral,Neutral
2026-03-24 14:44:55,0:00:41,@esanurul,BANGG,Neutral,Neutral
2026-03-24 14:44:55,0:00:41,@yayaindah_xixi,:hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving:,Neutral,Neutral
2026-03-24 14:44:55,0:00:41,@itsmeaca00,letsssgoooooo,Neutral,Neutral
2026-03-24 14:44:55,0:00:41,@idoyyy21,yeaa,Neutral,Neutral
2026-03-24 14:44:55,0:00:41,@aboutkela,Gooo,Neutral,Neutral
2026-03-24 14:44:55,0:00:41,@whoisbrayy,aku bang,Neutral,Neutral
2026-03-24 14:44:55,0:00:41,@Nev_v1,HADIR,Neutral,Neutral
2026-03-24 14:44:55,0:00:41,@ghin0204,yayy,Neutral,Neutral
2026-03-24 14:44:55,0:00:41,@heyymaulida,yeyy,Neutral,Neutral
2026-03-24 14:44:56,0:00:42,@akunsmurf2-f6p,LET'S GO,Neutral,Neutral
2026-03-24 14:44:56,0:00:42,@FunnASF,LETS GOO,Neutral,Neutral
2026-03-24 14:44:56,0:00:42,@hanipalabidzar,horeeee,Neutral,Neutral
2026-03-24 14:44:56,0:00:42,@Deez_Nut27,lezgoo,Neutral,Neutral
2026-03-24 14:44:56,0:00:42,@putriiiiajaa,:elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:,Neutral,Neutral
2026-03-24 14:44:56,0:00:42,@Sigma67-i9i,p,Neutral,Neutral
2026-03-24 14:44:56,0:00:42,@orangefirelite,tiba tiba loh ya,Neutral,Neutral
2026-03-24 14:44:56,0:00:42,@mbuy12,aku,Neutral,Neutral
2026-03-24 14:44:57,0:00:43,@estfierlyi,LWSGOOO,Neutral,Neutral
2026-03-24 14:44:57,0:00:43,@rasyidkurniar7006,halo bang,Neutral,Neutral
2026-03-24 14:44:58,0:00:44,@NaufalNugraha-l9x6l,gg,Neutral,Neutral
2026-03-24 14:44:58,0:00:44,@kevin-mtaacc,yuhuuuuuuu,Neutral,Neutral
2026-03-24 14:44:59,0:00:45,@RafHehere,L iklan,Neutral,Neutral
2026-03-24 14:44:59,0:00:45,@ArgaWel-r1t,gg,Neutral,Neutral
2026-03-24 14:44:59,0:00:45,@Dafdaf-l4h,lets go,Neutral,Neutral
2026-03-24 14:45:00,0:00:46,@user-pw1hh3ts2n,telat g bangg,Neutral,Neutral
2026-03-24 14:45:00,0:00:46,@joljo9234,hadir,Neutral,Neutral
2026-03-24 14:45:00,0:00:46,@nurulzahraputri,akuu,Neutral,Neutral
2026-03-24 14:45:00,0:00:46,@C.G.B1,yoo,Neutral,Neutral
2026-03-24 14:45:00,0:00:46,@deaeuu,LETSGOOO,Neutral,Neutral
2026-03-24 14:45:00,0:00:46,@damar1219,anjir,Neutral,Neutral
2026-03-24 14:45:00,0:00:46,@widya_0081,yeyy,Neutral,Neutral
2026-03-24 14:45:00,0:00:46,@Mahriii_al,telat gk bang,Neutral,Neutral
2026-03-24 14:45:01,0:00:47,@delasavairarizqin,telatttttt,Neutral,Neutral
2026-03-24 14:45:01,0:00:47,@fahrue,IKUZOOOO HARAHETAAA,Neutral,Neutral
2026-03-24 14:45:01,0:00:47,@restinuradillah-l9k,gg,Neutral,Neutral
2026-03-24 14:45:01,0:00:47,@sabrnarsy,AKUUUU,Neutral,Neutral
2026-03-24 14:45:01,0:00:47,@fardhayanti08,halo banggg,Neutral,Neutral
2026-03-24 14:45:01,0:00:47,@ManiakSaveg,aku,Neutral,Neutral
2026-03-24 14:45:01,0:00:47,@PRIA-bp7iv,gasssss bggg,Neutral,Neutral
2026-03-24 14:45:01,0:00:47,@fittzyy5,HALOO BANGGG,Neutral,Neutral
2026-03-24 14:45:01,0:00:47,@voyagers0002,hi bg,Neutral,Neutral
2026-03-24 14:45:02,0:00:48,@regitakartikaekananda5006,p,Neutral,Neutral
2026-03-24 14:45:02,0:00:48,@dhikasca,lwsgo,Neutral,Neutral
2026-03-24 14:45:02,0:00:48,@Risalailatul-l4u,heyooooooooooooo,Neutral,Neutral
2026-03-24 14:45:02,0:00:48,@Arwidiyaa,MALAMMMMM,Neutral,Neutral
2026-03-24 14:45:03,0:00:49,@nabilaftmh16,bang aku telat ngga,Neutral,Neutral
2026-03-24 14:45:03,0:00:49,@azkaakhoiron,aku,Neutral,Neutral
2026-03-24 14:45:03,0:00:49,@hafiz49901,halo abangku,Neutral,Neutral
2026-03-24 14:45:03,0:00:49,@ZhidaneAbud,lestgoo,Neutral,Neutral
2026-03-24 14:45:03,0:00:49,@nimocha41,Lessgooo,Neutral,Neutral
2026-03-24 14:45:03,0:00:49,@miyusawa-h4b,HALO BANHHHG,Neutral,Neutral
2026-03-24 14:45:04,0:00:50,@mrs.shinsuke3659,halo bg,Neutral,Neutral
2026-03-24 14:45:04,0:00:50,@leyabadoobee,telat gak bang,Neutral,Neutral
2026-03-24 14:45:04,0:00:50,@onlynayee,L iklan,Neutral,Neutral
2026-03-24 14:45:04,0:00:50,@srl12237,akuu,Neutral,Neutral
2026-03-24 14:45:04,0:00:50,@ranzehandsomebgt,akuuu,Neutral,Neutral
2026-03-24 14:45:04,0:00:50,@Little_cat_UWU2077,hi,Neutral,Neutral
2026-03-24 14:45:05,0:00:51,@NasyaAnandita-f9f,aku,Neutral,Neutral
2026-03-24 14:45:05,0:00:51,@Eko_Gaming-pw9lz,letsgoo,Neutral,Neutral
2026-03-24 14:45:05,0:00:51,@ArvitaputriPutri,KOK UDAH MAIN,Positive,Neutral
2026-03-24 14:45:05,0:00:51,@yea9666,pas,Neutral,Neutral
2026-03-24 14:45:06,0:00:52,@mxmvel,Aku,Neutral,Neutral
2026-03-24 14:45:06,0:00:52,@navisalovecortis,gg akuu,Neutral,Neutral
2026-03-24 14:45:06,0:00:52,@MutiaDwiAnggraini-d8c,HADIR BANG,Neutral,Neutral
2026-03-24 14:45:06,0:00:52,@Dapz16,hadir,Neutral,Neutral
2026-03-24 14:45:06,0:00:52,@hxrd12L,L Iklan,Neutral,Neutral
2026-03-24 14:45:06,0:00:52,@GaluhIkhwan-o5y,PAS,Neutral,Neutral
2026-03-24 14:45:06,0:00:52,@AdibaAdiba-v4c,lesgoo,Neutral,Neutral
2026-03-24 14:45:06,0:00:52,@iniiiyayaa,LESGOO BANGG AKU CINTA KAMU,Neutral,Neutral
2026-03-24 14:45:06,0:00:52,@ghin0204,lah,Neutral,Neutral
2026-03-24 14:45:06,0:00:52,@Azzahrarara-ef5vq,LESGOO,Neutral,Neutral
2026-03-24 14:45:07,0:00:53,@FunnASF,OAS BANGGG,Neutral,Neutral
2026-03-24 14:45:07,0:00:53,@FasyaAlfarraz,L iklan,Neutral,Neutral
2026-03-24 14:45:08,0:00:54,@cahyaputeri8263,Pas,Neutral,Neutral
2026-03-24 14:45:08,0:00:54,@linaaAwwcy,baaangggg,Neutral,Neutral
2026-03-24 14:45:08,0:00:54,@FarizClipper,AKU,Neutral,Neutral
2026-03-24 14:45:08,0:00:54,@catfvilles,bang telat ga bang,Neutral,Neutral
2026-03-24 14:45:08,0:00:54,@aasyahputra,pas bangg,Neutral,Neutral
2026-03-24 14:45:08,0:00:54,@Kacung-e2e,bg windah,Neutral,Neutral
2026-03-24 14:45:08,0:00:54,@fajaraja543,pas,Neutral,Neutral
2026-03-24 14:45:09,0:00:55,@mbuy12,aku,Neutral,Neutral
2026-03-24 14:45:09,0:00:55,@Kinox404,akuu,Neutral,Neutral
2026-03-24 14:45:09,0:00:55,@Nev_v1,alu,Neutral,Neutral
2026-03-24 14:45:09,0:00:55,@indradwiyatno6707,habatusauda,Neutral,Neutral
2026-03-24 14:45:09,0:00:55,@veraaararraa,YEYYY,Neutral,Neutral
2026-03-24 14:45:09,0:00:55,@Safaraz08,BANGGG,Neutral,Neutral
2026-03-24 14:45:09,0:00:55,@azizw-t8g,windur,Neutral,Neutral
2026-03-24 14:45:09,0:00:55,@amelialinggarizky4504,lesgoooo,Neutral,Neutral
2026-03-24 14:45:09,0:00:55,@Triewasa,kemaleman bang:sleepy_face:,Neutral,Neutral
2026-03-24 14:45:09,0:00:55,@NajwaaAs.S,pas,Neutral,Neutral
2026-03-24 14:45:10,0:00:56,@jasmineleica2509,Pas,Neutral,Neutral
2026-03-24 14:45:10,0:00:56,@shabinaazzahra7003,pas pas,Neutral,Neutral
2026-03-24 14:45:10,0:00:56,@ichaadipanggilnengok,bangg windahhhh,Neutral,Neutral
2026-03-24 14:45:10,0:00:56,@RahmadPga-z8r,pass,Neutral,Neutral
2026-03-24 14:45:10,0:00:56,@tibahahaha12,pas,Neutral,Neutral
2026-03-24 14:45:10,0:00:56,@Deez_Nut27,AKU BG,Neutral,Neutral
2026-03-24 14:45:10,0:00:56,@echasuni2074,Halo bang,Neutral,Neutral
2026-03-24 14:45:10,0:00:56,@orangefirelite,GG,Neutral,Neutral
2026-03-24 14:45:10,0:00:56,@AlfanNashiri,pas bg,Neutral,Neutral
2026-03-24 14:45:10,0:00:56,@shannaaaaaaa,BANG,Neutral,Neutral
2026-03-24 14:45:11,0:00:57,@akhmadnurfauzan8340,pas bang,Neutral,Neutral
2026-03-24 14:45:11,0:00:57,@MiaMiu-08,pas kata ilham,Neutral,Neutral
2026-03-24 14:45:11,0:00:57,@ahzaumardanis,hhhh,Neutral,Neutral
2026-03-24 14:45:11,0:00:57,@kizura2566,Abang aku kangen,Neutral,Neutral
2026-03-24 14:45:11,0:00:57,@inilampu,halo bg,Neutral,Neutral
2026-03-24 14:45:11,0:00:57,@miloogorwng,akuuu,Neutral,Neutral
2026-03-24 14:45:11,0:00:57,@ro_schae,pas bang,Neutral,Neutral
2026-03-24 14:45:11,0:00:57,@ridwannurrasyid6381,kata ilham pas bg,Neutral,Neutral
2026-03-24 14:45:12,0:00:58,@Raffornot,bg thumnail,Neutral,Neutral
2026-03-24 14:45:12,0:00:58,@NaysaFarras,AKUUU,Neutral,Neutral
2026-03-24 14:45:12,0:00:58,@Rxboys-Moba,HOLAAAAAAA,Neutral,Neutral
2026-03-24 14:45:12,0:00:58,@nurulzahraputri,halo bangg,Neutral,Neutral
2026-03-24 14:45:12,0:00:58,@rezpxwm7,absolute thumbnail,Positive,Neutral
2026-03-24 14:45:13,0:00:59,@raramargaret,Aku,Neutral,Neutral
2026-03-24 14:45:13,0:00:59,@Frachieve,GG,Neutral,Neutral
2026-03-24 14:45:13,0:00:59,@Shhaaa34,aku telat gak,Neutral,Neutral
2026-03-24 14:45:13,0:00:59,@kimiasis,akubbang,Neutral,Neutral
2026-03-24 14:45:14,0:01:00,@Geoaje,BANGGG,Neutral,Neutral
2026-03-24 14:45:14,0:01:00,@maxxjpaa,Aku,Neutral,Neutral
2026-03-24 14:45:14,0:01:00,@Rajafairelalmunawar,halo bang windah,Neutral,Neutral
2026-03-24 14:45:14,0:01:00,@miyusawa-h4b,halo bangggg,Neutral,Neutral
2026-03-24 14:45:14,0:01:00,@MuhammadfachrilFachril,respek lah,Neutral,Neutral
2026-03-24 14:45:14,0:01:00,@AurelitaSs,Akuuuuu,Neutral,Neutral
2026-03-24 14:45:14,0:01:00,@njoy888,halo bangh :fire::fire:,Neutral,Neutral
2026-03-24 14:45:15,0:01:01,@annisanurnisfi,BANG ALU TELAT GA,Neutral,Neutral
2026-03-24 14:45:15,0:01:01,@imneppi,haiii,Neutral,Neutral
2026-03-24 14:45:15,0:01:01,@putra1-s5u,qku,Neutral,Neutral
2026-03-24 14:45:15,0:01:01,@ramz9699,telat ga bang,Neutral,Neutral
2026-03-24 14:45:15,0:01:01,@withesyaa,KATA ILHAM UDAH PAS BANNGGG,Neutral,Neutral
2026-03-24 14:45:16,0:01:02,@oneoflyaaa5391,hi banggggg,Neutral,Neutral
2026-03-24 14:45:16,0:01:02,@puputwist,haloo,Neutral,Neutral
2026-03-24 14:45:16,0:01:02,@itsmeaca00,banggg,Neutral,Neutral
2026-03-24 14:45:16,0:01:02,@hannomagaaa,AKU,Neutral,Neutral
2026-03-24 14:45:16,0:01:02,@kilaliken,sus,Neutral,Neutral
2026-03-24 14:45:16,0:01:02,@abi-official_07,woi,Neutral,Neutral
2026-03-24 14:45:16,0:01:02,@AfrizalKurniawan-x4r,aku,Neutral,Neutral
2026-03-24 14:45:16,0:01:02,@ceritagendis5141,telat gak bang,Neutral,Neutral
2026-03-24 14:45:17,0:01:03,@MahesaMahesa-m3w,pas bg,Neutral,Neutral
2026-03-24 14:45:17,0:01:03,@aayyeee,telat ga bang,Neutral,Neutral
2026-03-24 14:45:17,0:01:03,@tillah4907,hadir,Neutral,Neutral
