record_id,churn_probability,churn_prediction_threshold_0.25,churn_prediction_threshold_0.30,churn_prediction_threshold_0.35,churn_prediction_threshold_0.50,xgb_probability,cat_probability,churn_label,risk_level
434,0.474059519039269,1,1,1,0,0.52071905,0.4040701609519017,Yes,High
444,0.5449867339745257,1,1,1,1,0.6109261,0.446077682528668,Yes,High
447,0.4298333918087204,1,1,1,0,0.47367725,0.3640675780754584,Yes,High
448,0.4878559449926836,1,1,1,0,0.5289225,0.4262560704389768,Yes,High
454,0.661854063489469,1,1,1,1,0.67235184,0.6461073582828839,Yes,Very High
456,0.5006590120483716,1,1,1,1,0.48298693,0.5271670799675781,Yes,High
457,0.4878077404685039,1,1,1,0,0.5110177,0.4529928160178708,Yes,High
458,0.4001051647939793,1,1,1,0,0.3883451,0.4177452657318392,Yes,High
459,0.46103367409702,1,1,1,0,0.45765847,0.466096480727093,Yes,High
464,0.5750860818269508,1,1,1,1,0.59270537,0.5486570914692325,Yes,Very High
466,0.499785014214801,1,1,1,0,0.54153794,0.4371556098825913,Yes,High
470,0.5846065722821235,1,1,1,1,0.6371915,0.5057292041475772,Yes,Very High
476,0.5565084610525728,1,1,1,1,0.6133711,0.471214526430756,Yes,Very High
477,0.4719562815251679,1,1,1,0,0.45598993,0.4959057983315811,Yes,High
478,0.4526296825410119,1,1,1,0,0.4457947,0.4628821390870191,Yes,High
479,0.4123236523210649,1,1,1,0,0.41234124,0.4122972453980755,Yes,High
484,0.5340570855644589,1,1,1,1,0.54954994,0.5108177782364798,Yes,High
488,0.7144792550122769,1,1,1,1,0.7690725,0.6325893534511408,Yes,Very High
489,0.4019591929754322,1,1,1,0,0.44366705,0.3393973713717623,Yes,High
492,0.5603130545471051,1,1,1,1,0.59989315,0.5009428625936158,Yes,Very High
499,0.4536041280147531,1,1,1,0,0.4806698,0.413005565731997,Yes,High
504,0.4089298667401502,1,1,1,0,0.3898117,0.4376070876644127,Yes,High
515,0.4390506958078018,1,1,1,0,0.46874118,0.394514927047161,Yes,High
516,0.4083653521088548,1,1,1,0,0.40626174,0.4115207447478641,Yes,High
529,0.4906773659225926,1,1,1,0,0.45032233,0.551209919809457,Yes,High
532,0.4945672500292663,1,1,1,0,0.57602334,0.3723830849330138,Yes,High
533,0.5853633565231456,1,1,1,1,0.61739695,0.5373129205217694,Yes,Very High
537,0.4795375880519955,1,1,1,0,0.43398607,0.547864838669799,Yes,High
539,0.601798729543639,1,1,1,1,0.6509054,0.5281386932848711,Yes,Very High
544,0.7572548729565252,1,1,1,1,0.7748348,0.730884905255464,Yes,Very High
545,0.5062678329117525,1,1,1,1,0.47542405,0.5525334606487126,Yes,High
556,0.4674760805169113,1,1,1,0,0.46571875,0.470112067113163,Yes,High
560,0.5538828926163648,1,1,1,1,0.5964232,0.4900723588659699,Yes,Very High
565,0.4322809154043385,1,1,1,0,0.44391844,0.4148246035600177,Yes,High
568,0.5938699994889299,1,1,1,1,0.66981506,0.4799523588039975,Yes,Very High
569,0.4505215132199163,1,1,1,0,0.45740968,0.4401892036106276,Yes,High
571,0.490633737340853,1,1,1,0,0.5287986,0.4333864432952936,Yes,High
574,0.5066979008114149,1,1,1,1,0.49980423,0.5170383496075396,Yes,High
575,0.5481879990122309,1,1,1,1,0.56892985,0.5170752060466983,Yes,High
576,0.4805757202529795,1,1,1,0,0.4869628,0.4709951077460964,Yes,High
579,0.4334309685201862,1,1,1,0,0.39862528,0.4856394573975153,Yes,High
584,0.4092171445688438,1,1,1,0,0.3328284,0.5238002427421093,Yes,High
591,0.6440098465182227,1,1,1,1,0.69099754,0.5735282303635879,Yes,Very High
596,0.5130255080462784,1,1,1,1,0.4488589,0.6092754396799434,Yes,High
602,0.4224019345562622,1,1,1,0,0.44141853,0.3938770286542587,Yes,High
603,0.7461861971180537,1,1,1,1,0.7678368,0.7137102641564853,Yes,Very High
607,0.5118150080432212,1,1,1,1,0.5441716,0.4632801476095408,Yes,High
609,0.5210135413677034,1,1,1,1,0.46310714,0.6078730855063939,Yes,High
612,0.4518494794117398,1,1,1,0,0.47085804,0.4233365976182091,Yes,High
614,0.4611834843503806,1,1,1,0,0.48017043,0.4327030379442804,Yes,High
615,0.4644365022355157,1,1,1,0,0.4710712,0.4544843757584287,Yes,High
617,0.5289962134968822,1,1,1,1,0.5502527,0.4971114899246854,Yes,High
620,0.7031521539479539,1,1,1,1,0.68052876,0.7370872151330224,Yes,Very High
625,0.4787141613689223,1,1,1,0,0.49779522,0.450092537335346,Yes,High
632,0.416541433347425,1,1,1,0,0.4217596,0.4087141305535067,Yes,High
637,0.533674910795556,1,1,1,1,0.5257262,0.5455979335602781,Yes,High
640,0.41576946889304,1,1,1,0,0.41025504,0.4240410679316241,Yes,High
645,0.442514593863977,1,1,1,0,0.42304507,0.4717188215864029,Yes,High
646,0.4200953192852584,1,1,1,0,0.4527057,0.3711797166224936,Yes,High
649,0.4804141099739737,1,1,1,0,0.48516428,0.4732887882711158,Yes,High
654,0.5628121230340851,1,1,1,1,0.5759198,0.5431505375447008,Yes,Very High
657,0.4228609248463995,1,1,1,0,0.40375572,0.4515187180202918,Yes,High
660,0.5444763879455241,1,1,1,1,0.554087,0.5300604503544947,Yes,High
661,0.563494106695111,1,1,1,1,0.55728674,0.5728051577137298,Yes,Very High
663,0.621459009627567,1,1,1,1,0.66221356,0.5603271036845103,Yes,Very High
664,0.4246212959994245,1,1,1,0,0.42615336,0.4223231525990787,Yes,High
668,0.7209302593193279,1,1,1,1,0.7214772,0.7201098176146113,Yes,Very High
676,0.4895617876371373,1,1,1,0,0.4961646,0.4796575541100476,Yes,High
680,0.5898122314984493,1,1,1,1,0.51391727,0.7036546181576678,Yes,Very High
681,0.4165180572931413,1,1,1,0,0.441618,0.3788681201796839,Yes,High
683,0.4781300473890066,1,1,1,0,0.45633212,0.5108269424938561,Yes,High
686,0.4763986738135285,1,1,1,0,0.5533656,0.360948287350403,Yes,High
687,0.5011243401083143,1,1,1,1,0.50115037,0.5010852660022158,Yes,High
689,0.5169707430658534,1,1,1,1,0.5698826,0.4376029703164586,Yes,High
691,0.406397169986457,1,1,1,0,0.37796688,0.4490425963180522,Yes,High
693,0.7165768797767774,1,1,1,1,0.67513937,0.7787331331701616,Yes,Very High
700,0.5222961787383296,1,1,1,1,0.5840293,0.4296964118879381,Yes,High
706,0.4741180772996287,1,1,1,0,0.4796615,0.4658029068053613,Yes,High
707,0.4929439185339545,1,1,1,0,0.56838286,0.3797854627863404,Yes,High
708,0.488336715852703,1,1,1,0,0.4184266,0.5932018254088495,Yes,High
711,0.4286909270675961,1,1,1,0,0.47484082,0.3594660432120125,Yes,High
712,0.48334569984162,1,1,1,0,0.50882304,0.4451296789816058,Yes,High
714,0.5191634356782773,1,1,1,1,0.54153585,0.4856047927851327,Yes,High
718,0.548246739520396,1,1,1,1,0.54294366,0.5562013343318434,Yes,High
719,0.4590991523241209,1,1,1,0,0.50193477,0.3948457008538661,Yes,High
721,0.4037966066427652,1,1,1,0,0.41722387,0.3836557104755499,Yes,High
727,0.4428116500768314,1,1,1,0,0.45982894,0.4172856659673775,Yes,High
728,0.4145237658888888,1,1,1,0,0.43146074,0.3891183074491202,Yes,High
735,0.4630425203171362,1,1,1,0,0.42589614,0.5187620789624724,Yes,High
738,0.5446774918220334,1,1,1,1,0.50623715,0.602338005697204,Yes,High
747,0.5478550439351372,1,1,1,1,0.51000166,0.6046350909455548,Yes,High
751,0.4483426353903373,1,1,1,0,0.45361912,0.4404278451134167,Yes,High
753,0.7488984859058601,1,1,1,1,0.7775866,0.7058663159781055,Yes,Very High
756,0.5231418461513957,1,1,1,1,0.54225194,0.4944766687632702,Yes,High
760,0.5071607356363635,1,1,1,1,0.45526695,0.5850013656154527,Yes,High
764,0.6650398666455368,1,1,1,1,0.75267285,0.5335903154795418,Yes,Very High
767,0.490869989432832,1,1,1,0,0.51511604,0.4545008898723633,Yes,High
768,0.4127482066425695,1,1,1,0,0.41647422,0.4071591520987487,Yes,High
773,0.4580085301702996,1,1,1,0,0.45007887,0.4699029833837797,Yes,High
782,0.4025014318751809,1,1,1,0,0.36279178,0.4620658923505538,Yes,High
785,0.4204551831096941,1,1,1,0,0.47882593,0.3328990079985394,Yes,High
791,0.5416181587064174,1,1,1,1,0.5970085,0.4585325476735599,Yes,High
793,0.6024220412730161,1,1,1,1,0.62711877,0.5653769090173104,Yes,Very High
797,0.4359541726999537,1,1,1,0,0.44314075,0.4251742842031161,Yes,High
805,0.5846417655936741,1,1,1,1,0.64748824,0.4903719848374185,Yes,Very High
806,0.4701107119433468,1,1,1,0,0.47971773,0.4557001528422995,Yes,High
816,0.5399021344217194,1,1,1,1,0.56270385,0.5056995493254395,Yes,High
817,0.4880729479508915,1,1,1,0,0.52477944,0.4330131816161968,Yes,High
819,0.4307013902563263,1,1,1,0,0.42669278,0.4367142551885072,Yes,High
821,0.4524344067197613,1,1,1,0,0.4766467,0.4161159347548018,Yes,High
823,0.4799623836242749,1,1,1,0,0.51355994,0.4295659932403748,Yes,High
826,0.5545916107188642,1,1,1,1,0.6124347,0.4678269840506165,Yes,Very High
830,0.5859548842913784,1,1,1,1,0.6300761,0.5197730153816139,Yes,Very High
833,0.4883274616163175,1,1,1,0,0.49110577,0.484160006384353,Yes,High
835,0.477765580877432,1,1,1,0,0.49810296,0.4472594481328347,Yes,High
842,0.5525766341972805,1,1,1,1,0.5432829,0.5665171963692848,Yes,Very High
848,0.4521684323848649,1,1,1,0,0.4309325,0.4840223429355434,Yes,High
860,0.6153802558890599,1,1,1,1,0.6413495,0.5764263831356212,Yes,Very High
879,0.4133630633578818,1,1,1,0,0.43068144,0.3873854727114542,Yes,High
896,0.4633039215577474,1,1,1,0,0.45770478,0.4717025854619421,Yes,High
904,0.4288338779774568,1,1,1,0,0.44062942,0.4111405609466785,Yes,High
911,0.4499174996994348,1,1,1,0,0.45669496,0.439751308357321,Yes,High
913,0.4259594981317862,1,1,1,0,0.46440881,0.3682854782653709,Yes,High
916,0.4737091728458018,1,1,1,0,0.491248,0.4474008998297678,Yes,High
945,0.4217776274076904,1,1,1,0,0.38597572,0.4754804609695587,Yes,High
946,0.6141512932754103,1,1,1,1,0.6090924,0.6217396116198458,Yes,Very High
953,0.4886543455787386,1,1,1,0,0.4887532,0.4885060347785268,Yes,High
955,0.4488242167074546,1,1,1,0,0.49498203,0.3795874610143566,Yes,High
958,0.4351489265402899,1,1,1,0,0.43719932,0.432073329796579,Yes,High
959,0.6001551601440953,1,1,1,1,0.6258048,0.5616806827861188,Yes,Very High
961,0.5352561554751705,1,1,1,1,0.5189769,0.5596749686802205,Yes,High
963,0.476319841256046,1,1,1,0,0.47741646,0.4746749046204083,Yes,High
973,0.4610854256658521,1,1,1,0,0.44769615,0.4811693401408111,Yes,High
979,0.5983577691042334,1,1,1,1,0.57304204,0.6363313701063171,Yes,Very High
981,0.4616362190756819,1,1,1,0,0.46122524,0.4622526557529026,Yes,High
987,0.5060770622341418,1,1,1,1,0.51662266,0.4902586617689788,Yes,High
991,0.4602559458802703,1,1,1,0,0.44321948,0.4858106254514462,Yes,High
1000,0.5457712813934402,1,1,1,1,0.61065525,0.4484453312359045,Yes,High
1001,0.4813355740129901,1,1,1,0,0.4876727,0.4718299051672103,Yes,High
1002,0.5160574440223411,1,1,1,1,0.5269643,0.4996971349076516,Yes,High
1006,0.5700938180586267,1,1,1,1,0.58891916,0.5418557861200393,Yes,Very High
1019,0.4103533278970775,1,1,1,0,0.40985513,0.4111005989384793,Yes,High
1021,0.4292593415886481,1,1,1,0,0.42639697,0.4335528900996644,Yes,High
1023,0.4046639680383763,1,1,1,0,0.41867226,0.3836515246625148,Yes,High
1028,0.4217646579791971,1,1,1,0,0.38943523,0.470258782518374,Yes,High
1030,0.669275199986028,1,1,1,1,0.710601,0.6072864820970281,Yes,Very High
1033,0.4394372901019781,1,1,1,0,0.42532727,0.4606023184203429,Yes,High
1036,0.4912691151253771,1,1,1,0,0.5061564,0.4689382103960691,Yes,High
1044,0.5233444809015568,1,1,1,1,0.56167704,0.465845599546029,Yes,High
1050,0.4844713827581499,1,1,1,0,0.4755954,0.4977852902341121,Yes,High
1055,0.4453772522578392,1,1,1,0,0.49876407,0.365297028812208,Yes,High
1059,0.5516734595850015,1,1,1,1,0.546075,0.5600711394734441,Yes,Very High
1067,0.7075297834559685,1,1,1,1,0.69542897,0.725680962722601,Yes,Very High
1072,0.4744930278502045,1,1,1,0,0.47229564,0.4777890471722031,Yes,High
1082,0.5566252582037379,1,1,1,1,0.5903307,0.5060670059829776,Yes,Very High
1084,0.4462210795013103,1,1,1,0,0.43864954,0.457578366182246,Yes,High
1089,0.5375309021884368,1,1,1,1,0.56505966,0.4962377328709179,Yes,High
1097,0.481804883379373,1,1,1,0,0.45076883,0.5283589062557446,Yes,High
1098,0.6145594410764348,1,1,1,1,0.60435355,0.6298682820467081,Yes,Very High
1099,0.5033818859873646,1,1,1,1,0.5029413,0.5040427493598146,Yes,High
1100,0.4567872558026733,1,1,1,0,0.48204574,0.4188994998706436,Yes,High
1107,0.4171857208126261,1,1,1,0,0.44770756,0.3714029416723736,Yes,High
1110,0.6545779220239382,1,1,1,1,0.72242635,0.5528052429298711,Yes,Very High
1114,0.428138370595385,1,1,1,0,0.38741726,0.4892200114379561,Yes,High
1116,0.436112921786902,1,1,1,0,0.47405788,0.3791954650297702,Yes,High
1123,0.4156887856295685,1,1,1,0,0.45117402,0.3624609180219422,Yes,High
1126,0.5958704358814247,1,1,1,1,0.6100553,0.5745930985803623,Yes,Very High
1129,0.4452403180948924,1,1,1,0,0.4367499,0.4579759372154948,Yes,High
1132,0.4475123958456838,1,1,1,0,0.477874,0.4019699436099141,Yes,High
1136,0.5462357520260803,1,1,1,1,0.5347557,0.563455775181053,Yes,High
1140,0.6639714551649569,1,1,1,1,0.65028805,0.6844965400005574,Yes,Very High
1142,0.4060247576724559,1,1,1,0,0.37789348,0.448221647861369,Yes,High
1152,0.4676798330372627,1,1,1,0,0.4787238,0.4511138912603397,Yes,High
1158,0.4068049153874622,1,1,1,0,0.3959636,0.4230668671901788,Yes,High
1169,0.5049193053930562,1,1,1,1,0.53920317,0.4534934832378132,Yes,High
1176,0.4674173665440543,1,1,1,0,0.51759195,0.3921554417402702,Yes,High
1183,0.6517925440665281,1,1,1,1,0.67230564,0.6210228501250833,Yes,Very High
1185,0.4464505903058592,1,1,1,0,0.4835335,0.3908261637224118,Yes,High
1187,0.414065925367973,1,1,1,0,0.45072204,0.3590816956964675,Yes,High
1188,0.4576767003781171,1,1,1,0,0.46746287,0.4429974198953735,Yes,High
1189,0.500704943034243,1,1,1,1,0.5520962,0.423618030779539,Yes,High
1191,0.7269909441617519,1,1,1,1,0.7975665,0.621127575672515,Yes,Very High
1196,0.4069887189604396,1,1,1,0,0.41921797,0.388644806677489,Yes,High
1220,0.7031911385107077,1,1,1,1,0.77261364,0.5990573197722526,Yes,Very High
1224,0.5527420554616213,1,1,1,1,0.60751784,0.470578351134598,Yes,Very High
1243,0.5664228100371133,1,1,1,1,0.5802205,0.5457262443482306,Yes,Very High
1249,0.4259112805727074,1,1,1,0,0.444297,0.3983327077336485,Yes,High
1256,0.4194795890399431,1,1,1,0,0.4236808,0.4131777097157177,Yes,High
1263,0.418598262011199,1,1,1,0,0.41369468,0.4259535981694577,Yes,High
1264,0.4379277894529165,1,1,1,0,0.47181404,0.3870983594736608,Yes,High
1275,0.4674539105372708,1,1,1,0,0.44235337,0.5051046948326332,Yes,High
1281,0.4408465786683109,1,1,1,0,0.4133446,0.4820995439856118,Yes,High
1282,0.4815908510532438,1,1,1,0,0.5233585,0.4189393269634395,Yes,High
1283,0.4773592607143609,1,1,1,0,0.510667,0.4273975531168502,Yes,High
1298,0.434672300166951,1,1,1,0,0.44383135,0.4209336741444129,Yes,High
1299,0.4479704720861686,1,1,1,0,0.4278333,0.4781762319522532,Yes,High
1301,0.4159075860334465,1,1,1,0,0.37722358,0.4739335785689526,Yes,High
1317,0.4068674871873235,1,1,1,0,0.442721,0.3530871444819806,Yes,High
1318,0.4845629910773351,1,1,1,0,0.48421335,0.4850874046848005,Yes,High
1320,0.40806516975108,1,1,1,0,0.42750487,0.3789056085036001,Yes,High
1322,0.4248805478148489,1,1,1,0,0.38846385,0.479505579901941,Yes,High
1326,0.5121692577916345,1,1,1,1,0.51509506,0.5077805022194884,Yes,High
1331,0.5735279184935199,1,1,1,1,0.5465378,0.614013041644719,Yes,Very High
1337,0.5380992404266799,1,1,1,1,0.52790815,0.5533858665934712,Yes,High
1340,0.6044463793622895,1,1,1,1,0.69579655,0.4674211095242311,Yes,Very High
1348,0.6454593598648096,1,1,1,1,0.65314037,0.6339378058424058,Yes,Very High
1349,0.6001569675878916,1,1,1,1,0.6818574,0.4776062934289956,Yes,Very High
1361,0.6246761471177293,1,1,1,1,0.6219757,0.6287267282965662,Yes,Very High
1363,0.4330967842574332,1,1,1,0,0.49657303,0.3378823844183022,Yes,High
1367,0.4032345150919633,1,1,1,0,0.4499539,0.3331554022957575,Yes,High
1370,0.4950887080548906,1,1,1,0,0.53818244,0.4304480842050671,Yes,High
1371,0.6394558636960342,1,1,1,1,0.6776265,0.582199863746006,Yes,Very High
1374,0.4532126450424809,1,1,1,0,0.5186697,0.3550270110084162,Yes,High
1378,0.4783022657583275,1,1,1,0,0.4742617,0.4843630531306363,Yes,High
1384,0.5210063259306843,1,1,1,1,0.59883446,0.404264132306798,Yes,High
1394,0.5794615686796778,1,1,1,1,0.5815247,0.5763667675015016,Yes,Very High
1396,0.4084078269570502,1,1,1,0,0.42271718,0.3869437916500948,Yes,High
1402,0.447073320911283,1,1,1,0,0.52643126,0.3280363489338623,Yes,High
1404,0.4358459775147317,1,1,1,0,0.4573187,0.4036368589842017,Yes,High
1408,0.5383297159601679,1,1,1,1,0.5553118,0.5128565317217089,Yes,High
1409,0.4124218963388636,1,1,1,0,0.48093817,0.3096474316726214,Yes,High
1410,0.5142385159956787,1,1,1,1,0.5027519,0.5314684150187606,Yes,High
1414,0.8185689697613903,1,1,1,1,0.8715699,0.7390675569451322,Yes,Very High
1418,0.4987538283250606,1,1,1,0,0.5544947,0.4151425076479406,Yes,High
1420,0.4114089060537144,1,1,1,0,0.4171597,0.4027826459984294,Yes,High
1423,0.4548538234205774,1,1,1,0,0.5145374,0.3653284674812683,Yes,High
1429,0.4182371920810928,1,1,1,0,0.4214316,0.4134455637302969,Yes,High
1431,0.6150290023817158,1,1,1,1,0.6151572,0.6148367254767655,Yes,Very High
1438,0.40578523174385,1,1,1,0,0.41531888,0.3914847571516974,Yes,High
1440,0.4521717989541561,1,1,1,0,0.50167567,0.3779159397128896,Yes,High
1441,0.4268877055169825,1,1,1,0,0.44981992,0.3924893205170046,Yes,High
1454,0.5142747704864887,1,1,1,1,0.53534275,0.4826727372113236,Yes,High
1456,0.4349328722549882,1,1,1,0,0.43024036,0.4419716065112268,Yes,High
1461,0.4112557575937836,1,1,1,0,0.43071112,0.3820726538292391,Yes,High
1472,0.4778479930300227,1,1,1,0,0.49026456,0.4592230907427051,Yes,High
1479,0.4326472137599951,1,1,1,0,0.47777462,0.364956074513437,Yes,High
1480,0.516603009688145,1,1,1,1,0.5444041,0.4749013900441082,Yes,High
1482,0.4799571990330484,1,1,1,0,0.4555172,0.5166171638566918,Yes,High
1483,0.4675609387546622,1,1,1,0,0.4698472,0.464131513632795,Yes,High
1486,0.403711595781853,1,1,1,0,0.36571681,0.4607037297095114,Yes,High
