days_since_last_login,avg_monthly_usage_hours,payment_delay_days_mean,critical_ticket_ratio,avg_nps_score,revenue_at_risk,payment_consistency_score,unresolved_ratio,total_tickets,mrr_current,tenure_days,usage_per_user,feature_adoption_pct_mean,total_users,churned
50,45.2,6.6,0.1666666666666666,0.0,181.77859636363635,0.0,0.0,6.0,89.49,1281,15.066666666666668,55.6,3,0
7,5.3,7.666666666666667,0.2727272727272727,5.0,2197.0416872727264,0.0,0.1818181818181818,11.0,1594.4399999999998,123,2.65,16.4,2,0
26,20.1,9.666666666666666,0.1,9.0,4820.567400727273,0.0,0.0,10.0,1417.4399999999998,1342,20.1,12.8,1,0
84,29.3,8.666666666666666,0.25,1.0,3096.770701818182,0.0,0.25,4.0,1789.32,489,5.86,71.2,5,1
2,5.8,0.45,0.2857142857142857,6.0,1089.9667168831163,0.95,0.4285714285714285,7.0,146.1,885,5.8,82.3,1,0
58,43.3,0.0,0.375,4.5,1181.22375,1.0,0.5,16.0,185.29,1097,21.65,84.3,2,1
44,15.2,5.5,0.1666666666666666,7.0,2083.988887272728,0.0,0.1666666666666666,6.0,1014.72,1038,15.2,27.0,1,0
38,46.1,1.0769230769230769,0.2142857142857142,6.5,1316.877571228771,0.8461538461538461,0.2142857142857142,14.0,163.29,489,23.05,39.7,2,0
17,18.5,6.0,0.2,2.0,2502.008666181818,0.0,0.2,5.0,2135.88,1372,4.625,41.1,4,0
29,56.3,0.7575757575757576,0.125,5.5,645.1674380165289,0.8484848484848485,0.375,8.0,87.24,1066,14.075,24.0,4,1
4,6.9,6.8,0.1818181818181818,8.5,4470.053341090909,0.0,0.4545454545454545,11.0,2057.76,276,6.9,28.3,1,0
75,47.1,0.0,0.3076923076923077,8.5,1291.8025174825175,1.0,0.3846153846153846,13.0,141.88,276,15.7,55.0,3,0
74,45.5,8.666666666666666,0.125,5.5,1974.4373599999997,0.0,0.375,8.0,1024.44,1158,40.87675,56.1,1,0
36,34.0,1.2666666666666666,0.3333333333333333,5.0,1000.4768977777778,0.8,0.3333333333333333,9.0,160.31,1372,17.0,51.8,2,0
2,23.2,2.9166666666666665,0.2,5.0,835.0749333333333,0.5833333333333334,0.2,10.0,138.64,215,11.6,71.9,2,0
89,35.0,0.0,0.25,6.0,10153.709999999995,1.0,0.3333333333333333,12.0,1797.84,123,17.5,80.6,2,1
34,15.8,1.3,0.4,7.0,388.3647250909093,0.85,0.4,5.0,53.220000000000006,1372,5.266666666666667,92.6,3,0
53,35.9,0.0,0.1666666666666666,3.5,453.2972727272728,1.0,0.3333333333333333,6.0,65.18,1342,8.975,61.9,4,1
27,9.8,2.1666666666666665,0.2142857142857142,4.0,422.1132246753247,0.3333333333333333,0.2142857142857142,14.0,86.96999999999998,398,3.266666666666667,57.1,3,0
40,46.9,0.1,0.3571428571428571,9.5,1429.1149771428572,0.9666666666666668,0.2857142857142857,14.0,148.42,701,23.45,92.1,2,0
70,45.1,0.275,0.0714285714285714,2.0,686.010559090909,0.975,0.4285714285714285,14.0,113.42,1311,15.033333333333331,61.2,3,0
32,46.8,1.625,0.3636363636363636,4.0,1031.1633818181815,0.7916666666666666,0.3636363636363636,11.0,178.01,763,15.6,90.1,3,0
84,46.3,0.0,0.25,5.0,5039.28409090909,1.0,0.0,4.0,844.68,581,15.433333333333332,52.2,3,1
81,43.0,1.0,0.3333333333333333,1.0,585.6341333333332,0.8571428571428571,0.3333333333333333,9.0,124.78,1281,8.6,78.1,5,1
1,48.8,0.0,0.0,0.5,988.7045454545452,1.0,0.0,1.0,145.01,398,40.87675,60.4,1,0
50,30.4,5.0,0.5,2.5,5085.845727272726,0.3333333333333333,0.1428571428571428,14.0,1918.2,793,7.6,29.6,4,1
87,12.4,0.0,0.4,2.5,5088.972763636363,1.0,0.3,10.0,1251.48,276,4.133333333333334,74.7,3,1
52,12.4,0.8292682926829268,0.5,0.0,342.48311019955656,0.8780487804878049,0.3333333333333333,12.0,90.69,1158,6.2,55.7,2,1
1,4.0,8.0,0.2727272727272727,8.0,5520.110399999999,0.3333333333333333,0.3636363636363636,11.0,1428.5999999999997,1250,0.8,67.1,5,0
59,48.7,8.0,0.5454545454545454,4.5,1062.8351999999998,0.0,0.2727272727272727,11.0,869.8799999999999,1250,9.74,59.0,5,1
54,29.0,0.75,0.25,9.5,4697.794996363637,0.75,0.0,4.0,702.72,1311,14.5,50.4,2,0
23,50.0,1.3235294117647058,0.1818181818181818,0.0,359.6792727272727,0.8529411764705882,0.4545454545454545,11.0,84.54,185,10.0,51.6,5,0
35,11.2,0.7407407407407407,0.2307692307692307,7.5,731.37186013986,0.925925925925926,0.4615384615384615,13.0,89.19,185,5.6,65.8,2,0
38,21.6,0.0,0.125,9.0,1002.2236363636364,1.0,0.375,8.0,100.68,1403,7.2,46.5,3,0
51,39.3,0.3076923076923077,0.3333333333333333,3.0,710.8007503496503,0.9230769230769232,0.25,9.0,110.87,1097,39.3,27.1,1,1
38,7.2,0.0,0.1666666666666666,0.5,863.625,1.0,0.25,12.0,155.1,793,3.6,19.7,2,0
18,28.7,5.6,0.4615384615384615,4.5,1849.365193846153,0.0,0.2307692307692307,13.0,1713.8399999999997,793,7.175,51.4,4,0
24,57.2,1.4827586206896552,0.3333333333333333,1.5,550.7955460815047,0.8275862068965517,0.25,9.0,103.92,854,14.3,94.9,4,0
50,21.6,4.8,0.5,3.0,2150.8663221818183,0.0,0.375,8.0,1355.28,701,10.8,57.9,2,0
2,41.0,0.8125,0.4,2.0,1031.3742730303031,0.875,0.1333333333333333,15.0,183.31,1403,13.666666666666666,16.8,3,0
77,26.3,0.4411764705882353,0.25,2.5,633.4736430481283,0.9705882352941176,0.5,4.0,113.95,673,26.3,13.3,1,0
37,38.5,0.0,0.6,1.5,832.0543636363636,1.0,0.2,5.0,167.63,642,38.5,54.7,1,0
58,43.2,0.1363636363636363,0.3076923076923077,7.0,503.4345299427844,0.9545454545454546,0.2307692307692307,13.0,58.93999999999999,612,40.87675,47.7,1,1
1,12.0,6.0,0.375,5.0,2029.3850945454544,0.0,0.125,8.0,810.84,1250,2.4,84.1,5,0
22,27.0,0.0,0.5,0.0,1942.6450909090909,1.0,0.25,8.0,646.08,977,5.4,71.0,5,1
22,12.3,4.666666666666667,0.4,2.5,3690.223264,0.3333333333333333,0.4,5.0,1505.64,1431,2.46,18.3,5,0
23,26.3,0.0,0.5714285714285714,1.0,555.8057142857143,1.0,0.2857142857142857,14.0,122.98,1007,8.766666666666667,94.9,3,1
18,5.4,1.5,1.0,3.0,4716.214821818182,0.5,0.0,1.0,1757.04,93,1.08,19.0,5,0
69,53.3,6.0,0.2727272727272727,1.0,1440.9464236363638,0.0,0.3636363636363636,11.0,1690.44,1128,13.325,17.4,4,0
64,48.5,0.3157894736842105,0.25,6.0,1433.1403334928227,0.9473684210526316,0.25,8.0,177.33,701,16.166666666666668,91.1,3,0
85,9.2,8.6,0.2,0.0,1408.3004951272728,0.0,0.5333333333333333,15.0,2284.44,280,4.6,30.0,2,1
47,46.9,0.525,0.3636363636363636,6.5,514.0424290909092,0.9,0.4545454545454545,11.0,71.12,520,23.45,89.9,2,0
15,30.8,0.3809523809523809,0.125,0.5,768.8642763760047,0.9523809523809524,0.375,8.0,148.4852380952381,646,30.8,85.6,1,0
81,39.4,1.2962962962962965,0.4285714285714285,9.0,970.1838518518516,0.8888888888888888,0.3571428571428571,14.0,113.95999999999998,612,9.85,30.6,4,0
48,2.2,2.2916666666666665,0.3636363636363636,5.0,958.4446969696968,0.7916666666666666,0.3636363636363636,11.0,159.64,551,0.7333333333333334,81.3,3,0
67,49.2,3.0,0.3333333333333333,9.0,560.1477024793389,0.7272727272727273,0.25,9.0,66.7,612,12.3,44.3,4,0
59,20.8,0.25,0.4444444444444444,9.0,10490.546690909092,0.75,0.1111111111111111,9.0,1753.2,32,20.8,23.2,1,0
10,57.2,0.0,0.3333333333333333,9.5,9751.98,1.0,0.3333333333333333,9.0,1432.2,428,40.87675,39.8,1,0
47,3.6,7.2,0.4444444444444444,9.0,657.8668242424243,0.0,0.1111111111111111,9.0,148.7,885,0.72,74.8,5,0
33,46.5,0.9705882352941176,0.1666666666666666,5.0,978.4119786096256,0.9117647058823528,0.5,6.0,141.7,673,9.3,48.2,5,0
58,6.7,3.0,0.4,3.0,2720.708928,0.0,0.3333333333333333,15.0,1968.96,1219,1.675,68.5,4,0
39,57.4,0.25,0.3333333333333333,7.5,4397.182394181818,0.75,0.0666666666666666,15.0,762.24,336,28.7,20.8,2,0
34,23.3,1.0,0.5833333333333334,6.5,703.5428938689217,0.8837209302325582,0.3333333333333333,12.0,102.48,62,11.65,38.6,2,0
78,9.8,1.3571428571428572,0.5,3.0,590.73517987013,0.6428571428571429,0.375,16.0,130.86,1128,9.8,47.8,1,0
82,50.7,0.7894736842105263,0.25,10.0,1087.0151842105265,0.8947368421052632,0.5,4.0,118.34,1462,40.87675,64.3,1,1
77,28.6,0.2439024390243902,0.4,0.0,407.1763973392461,0.975609756097561,0.0,5.0,77.24,1219,5.720000000000001,29.6,5,0
39,15.9,7.5,0.3333333333333333,9.0,3588.7878409090918,0.0,0.1666666666666666,6.0,2289.0,977,15.9,78.6,1,0
21,30.5,0.0,0.1111111111111111,1.0,707.8151748251747,1.0,0.2222222222222222,9.0,116.20846153846152,612,30.5,70.2,1,1
58,54.9,2.875,0.0,3.0,778.3846402597404,0.75,0.2857142857142857,7.0,124.17,154,10.98,74.6,5,1
41,6.8,0.0,0.4285714285714285,9.0,711.6923376623378,1.0,0.2857142857142857,7.0,76.43,854,3.4,86.4,2,0
40,12.6,4.363636363636363,0.3571428571428571,8.5,1220.2032602125146,0.5454545454545454,0.4285714285714285,14.0,185.94,642,4.2,73.9,3,0
2,42.3,4.0,0.25,3.5,7066.637149090908,0.3333333333333333,0.25,4.0,2268.12,1372,8.459999999999999,86.9,5,0
7,19.8,0.0,0.3,3.0,777.9436363636364,1.0,0.3,10.0,121.9,612,3.96,63.5,5,0
51,27.4,6.2,0.25,0.0,1210.0906363636363,0.0,0.625,8.0,1302.0,1250,5.48,79.8,5,1
15,21.6,0.6875,0.0769230769230769,3.0,1076.77254020979,0.8125,0.1538461538461538,13.0,159.45,185,10.8,28.4,2,0
80,58.3,4.666666666666667,0.3571428571428571,5.0,5658.868799999998,0.3333333333333333,0.5714285714285714,14.0,1960.8,489,29.15,61.4,2,0
65,35.5,7.0,0.25,2.5,1296.1149027272727,0.0,0.3333333333333333,12.0,991.08,1066,17.75,88.7,2,0
49,55.3,0.5,0.5,1.5,735.7483636363637,0.8666666666666667,0.5,2.0,181.3,185,18.433333333333334,13.3,3,0
13,14.7,6.0,0.7142857142857143,3.5,2055.084741818182,0.3333333333333333,0.1428571428571428,7.0,796.32,185,7.35,10.6,2,0
58,27.5,9.4,0.25,10.0,2876.245764,0.0,0.4375,16.0,2095.32,581,5.5,68.1,5,0
73,53.1,4.666666666666667,0.1,8.0,5860.06512,0.3333333333333333,0.4,10.0,1399.92,1311,26.55,47.8,2,0
20,35.3,2.7,0.4444444444444444,8.0,963.0834745454548,0.6,0.3333333333333333,9.0,143.61,854,7.06,85.7,5,0
54,20.6,0.0,0.2307692307692307,3.0,3474.9566433566424,1.0,0.3076923076923077,13.0,756.0,1066,4.12,64.9,5,0
35,53.2,1.5,0.6666666666666666,9.5,487.471393939394,0.8333333333333334,0.5,12.0,65.35,246,40.87675,87.4,1,0
25,21.5,14.5,0.4545454545454545,2.0,1869.8329745454544,0.0,0.3636363636363636,11.0,2034.84,246,7.166666666666667,51.3,3,0
25,23.5,1.0666666666666669,0.2666666666666666,2.0,547.3821226666666,0.9111111111111112,0.2666666666666666,15.0,95.61,185,5.875,40.8,4,0
10,46.5,0.0,0.5,7.5,3497.920363636363,1.0,0.3333333333333333,12.0,614.16,1128,11.625,52.3,4,0
43,16.8,0.0,0.2307692307692307,1.0,460.9544055944056,1.0,0.2307692307692307,13.0,80.78,1250,8.4,41.7,2,0
34,11.3,1.0857142857142856,0.2307692307692307,1.0,713.4809056543457,0.8857142857142857,0.3076923076923077,13.0,139.27,1128,2.26,64.0,5,0
83,9.0,8.8,0.3333333333333333,4.0,3032.6227901454545,0.0,0.1666666666666666,6.0,1865.478,977,4.5,22.3,2,0
83,58.1,0.0,0.3846153846153846,6.0,9539.000055944054,1.0,0.1538461538461538,13.0,1661.28,459,40.87675,67.7,1,0
20,31.6,0.2,0.2222222222222222,6.0,1257.5192565656566,0.9333333333333332,0.2222222222222222,9.0,153.53,732,10.533333333333331,47.9,3,1
20,4.8,4.0,0.2,3.0,3679.4995592727264,0.0,0.4,5.0,1740.12,32,1.2,10.5,4,0
22,5.1,0.9166666666666666,0.7142857142857143,8.0,843.04,0.875,0.4285714285714285,7.0,121.0,793,1.02,89.8,5,0
74,35.4,8.0,0.0,5.0,5762.61504,0.3333333333333333,0.9333333333333333,1.0,2237.04,1219,11.8,11.7,3,0
76,5.6,0.0,0.5454545454545454,9.0,5943.167999999999,1.0,0.3636363636363636,11.0,972.84,763,1.12,54.4,5,0
10,32.6,0.0,0.1428571428571428,8.5,5537.96509090909,1.0,0.0,7.0,735.7199999999999,889,6.5200000000000005,51.6,5,0
50,41.5,0.4545454545454545,0.0,2.5,1105.8033140495868,0.8181818181818182,0.0,3.0,154.31,1250,10.375,50.3,4,0
87,12.5,0.0,0.4,5.0,7187.345454545453,1.0,0.2666666666666666,15.0,1411.8,1128,3.125,31.4,4,1
61,43.4,0.8709677419354839,0.0,4.0,1309.9788709677418,0.8709677419354839,0.3333333333333333,3.0,182.35,307,8.68,85.6,5,1
19,40.2,7.4,0.4444444444444444,0.0,119.02843838383838,0.0,0.1111111111111111,9.0,62.45,1462,40.2,27.9,1,0
52,6.4,0.0,1.0,8.0,683.527972027972,1.0,0.9333333333333333,1.0,139.23717948717947,793,2.1333333333333333,77.6,3,1
56,6.9,0.5882352941176471,0.5,3.0,604.8978181818181,0.9411764705882352,0.5,2.0,120.76,398,2.3000000000000003,75.0,3,1
