days_since_last_login,avg_monthly_usage_hours,payment_delay_days_mean,critical_ticket_ratio,avg_nps_score,revenue_at_risk,payment_consistency_score,unresolved_ratio,total_tickets,mrr_current,tenure_days,usage_per_user,feature_adoption_pct_mean,total_users,churned
25,72.7,8.0,0.3,9.0,9632.526062727273,0.25,0.2,10.0,2418.12,885,5.592307692307693,51.7,13,0
78,83.9,5.0,0.3636363636363636,3.0,966.178,0.375,0.3636363636363636,11.0,246.16,154,6.453846153846154,19.7,13,0
67,136.4,1.0476190476190477,0.0,10.0,4057.1421142857153,0.9047619047619048,0.9333333333333333,1.0,476.83,32,8.023529411764706,12.0,17,0
32,118.8,3.0,0.2857142857142857,2.5,26377.654123636366,0.75,0.4285714285714285,7.0,7643.28,276,11.88,90.2,10,0
82,141.0,5.75,0.3333333333333333,2.0,13195.78624,0.0,0.1111111111111111,9.0,9596.16,854,12.818181818181818,66.9,11,1
74,106.6,0.4375,0.5,8.0,3720.50853409091,0.9375,0.5,8.0,487.05,1342,5.922222222222222,45.5,18,0
13,113.6,0.0,0.4,8.0,2437.4851515151518,1.0,0.6,5.0,308.1877777777778,824,7.573333333333333,68.3,15,0
64,146.3,1.5925925925925926,0.4,8.0,6515.460697643097,0.8148148148148148,0.0,5.0,748.3,1462,8.605882352941178,58.6,17,0
76,48.1,0.6153846153846154,0.2941176470588235,2.5,3332.0538695187165,0.9230769230769232,0.1176470588235294,17.0,521.47,1462,5.344444444444445,17.3,9,0
7,88.4,7.0,0.3333333333333333,10.0,10774.046009999998,0.0,0.25,12.0,4950.36,1281,29.46666666666667,65.1,3,0
68,149.0,0.5263157894736842,1.0,4.0,3765.844894736842,0.9210526315789472,0.0,2.0,687.06,32,7.842105263157895,31.2,19,0
42,104.8,1.0,0.1111111111111111,2.0,1316.4875222222222,0.8636363636363636,0.4444444444444444,9.0,238.37,977,9.527272727272727,27.5,11,0
39,100.7,0.6071428571428571,0.4166666666666667,7.0,2480.984915584416,0.8928571428571429,0.0833333333333333,12.0,297.02,93,9.154545454545454,52.3,11,0
77,55.3,0.0,0.6666666666666666,5.0,3229.08,1.0,0.3333333333333333,3.0,538.18,459,6.144444444444444,43.6,9,0
1,79.4,0.2444444444444444,0.0,6.5,6807.2247490909085,0.9333333333333332,0.0,1.0,699.03,1219,13.233333333333334,70.4,6,0
75,22.3,0.0,0.75,8.0,1960.2306818181823,1.0,0.5,4.0,273.81,612,7.433333333333334,81.8,3,0
57,93.7,9.5,0.6153846153846154,3.0,13060.352107972029,0.0,0.2307692307692307,13.0,7571.28,732,18.74,32.5,5,0
29,60.6,7.8,0.25,7.5,11317.308362181817,0.0,0.25,4.0,5395.08,642,3.5647058823529414,54.0,17,0
61,22.3,7.333333333333333,0.5714285714285714,4.0,10354.670763636364,0.0,0.2857142857142857,7.0,9569.4,1219,1.39375,84.0,16,1
86,80.0,0.0,0.25,5.0,51337.44,1.0,0.0,8.0,8889.6,307,4.0,69.7,20,0
48,57.4,0.088235294117647,0.3333333333333333,9.0,6750.749922593581,0.9411764705882352,0.25,9.0,699.1314705882352,732,2.87,81.6,20,0
59,135.5,2.2962962962962963,0.0,1.5,2453.5554545454543,0.8148148148148148,0.0,3.0,373.5,793,27.1,21.1,5,0
23,62.9,0.0,0.2857142857142857,7.0,2281.322727272727,1.0,0.2142857142857142,14.0,257.38,1250,3.145,68.9,20,0
49,57.7,0.75,0.2857142857142857,2.0,2131.5323714285714,0.9166666666666666,0.1428571428571428,7.0,352.07,459,5.7700000000000005,54.0,10,0
62,107.8,0.0,0.0,0.0,40378.09745454545,1.0,0.0,1.0,8812.68,1219,26.95,50.0,4,0
34,62.7,1.263157894736842,0.1666666666666666,4.0,2594.059770334928,0.8947368421052632,0.1666666666666666,12.0,357.53,854,12.54,53.0,5,0
10,107.2,0.0,0.3529411764705882,7.0,51522.97668449198,1.0,0.4705882352941176,17.0,9325.2,824,10.72,69.6,10,0
65,92.1,0.2857142857142857,0.3333333333333333,7.0,1951.836315151515,0.8571428571428571,0.3333333333333333,3.0,251.84,1219,30.7,15.5,3,0
18,79.8,7.4,0.1,0.0,4377.906917236363,0.0,0.3,10.0,4322.64,93,15.96,52.9,5,0
76,67.9,9.0,0.2,7.5,5970.556276363637,0.0,0.5333333333333333,15.0,4212.6,367,3.994117647058824,87.3,17,0
5,61.9,0.0,0.5,4.0,37764.67418181818,1.0,0.5,2.0,9419.76,307,3.4388888888888887,25.0,18,0
61,30.7,1.8333333333333333,0.6666666666666666,3.5,2457.8692121212125,0.6666666666666666,0.3333333333333333,3.0,548.78,188,7.675,58.7,4,1
73,55.6,1.0,0.4,3.0,2975.1133643010758,0.8387096774193549,0.4666666666666667,15.0,583.99,950,5.054545454545455,31.1,11,0
51,101.1,0.0,0.4,1.0,2091.582545454545,1.0,0.4,10.0,445.88,1462,5.947058823529411,36.6,17,0
32,66.5,7.4,0.2727272727272727,5.0,305.78688,0.0,0.5454545454545454,11.0,221.76,32,5.115384615384615,68.3,13,0
52,102.8,1.5,0.2,0.5,1197.472669090909,0.8,0.4,10.0,268.12,1038,11.422222222222222,38.5,9,0
7,115.1,2.5454545454545454,0.4545454545454545,6.0,4231.628039669421,0.6363636363636364,0.1818181818181818,11.0,667.78,93,12.788888888888888,19.1,9,0
37,87.0,10.0,0.25,10.0,24403.47,0.0,0.25,4.0,7662.0,1038,17.4,71.1,5,0
31,119.6,1.027027027027027,0.3076923076923077,3.5,3300.092839765639,0.918918918918919,0.0769230769230769,13.0,474.51,1097,19.933333333333334,16.8,6,0
46,28.7,1.7647058823529411,0.2,1.0,3061.7442224598926,0.7647058823529411,0.6,5.0,749.72,1431,2.87,15.9,10,0
65,60.0,0.0,0.2857142857142857,4.5,2243.7814285714294,1.0,0.2857142857142857,7.0,307.97,1158,4.0,23.6,15,0
85,100.6,0.0,0.375,4.0,20972.805954545453,1.0,0.25,8.0,4372.44,1311,14.37142857142857,76.9,7,0
83,92.2,6.0,0.6,4.5,11070.979920000002,0.0,0.2,5.0,9216.6,1403,8.381818181818183,81.5,11,1
48,60.4,6.666666666666667,0.375,6.0,17495.031272727272,0.0,0.3125,16.0,9063.36,62,5.033333333333333,77.8,12,0
12,110.3,10.666666666666666,0.2222222222222222,10.0,16071.3784,0.0,0.1111111111111111,9.0,9118.8,701,7.878571428571428,23.1,14,0
75,61.0,0.7575757575757576,0.625,9.0,1838.771570247934,0.8484848484848485,0.25,8.0,226.56,62,7.625,64.5,8,0
31,51.6,4.2,0.4375,0.0,7549.710038181819,0.0,0.25,16.0,8239.2,1281,3.225,91.5,16,1
11,103.6,0.9230769230769232,0.2307692307692307,3.0,5528.531381925768,0.8717948717948718,0.0,13.0,793.95,1311,5.4526315789473685,16.8,19,0
27,58.7,10.6,0.75,4.5,1164.176,0.0,0.5833333333333334,12.0,752.7,62,9.783333333333331,50.7,6,1
12,110.2,1.4583333333333333,0.5,2.0,1994.339914772728,0.8333333333333334,0.0,6.0,358.3500000000001,1431,10.018181818181818,55.7,11,0
12,53.0,10.0,0.1764705882352941,7.5,7141.33663315508,0.0,0.3529411764705882,17.0,2601.96,1007,4.818181818181818,77.4,11,0
39,104.2,2.0,0.3846153846153846,6.5,25939.67971636364,0.5,0.6153846153846154,13.0,7094.04,977,8.683333333333334,31.6,12,0
88,115.0,1.2826086956521738,0.0833333333333333,0.0,3636.821506916996,0.8913043478260869,0.1666666666666666,12.0,669.65,32,14.375,90.9,8,0
50,20.9,8.0,0.6,1.5,4936.788130909092,0.0,0.0,5.0,4753.56,885,1.30625,24.1,16,0
53,21.7,2.1666666666666665,0.5,1.0,2666.830179734849,0.7916666666666666,0.25,8.0,625.03,1219,1.35625,79.9,16,0
30,108.3,11.4,0.1666666666666666,0.0,4005.767319272727,0.0,0.0,6.0,3113.76,489,8.330769230769231,46.7,13,0
15,68.8,5.2,0.75,2.0,7496.292849818181,0.0,0.0,4.0,5757.24,1038,13.76,39.1,5,0
12,149.8,11.25,0.1428571428571428,5.0,7567.0434,0.0,0.4285714285714285,7.0,4239.24,1281,9.3625,59.4,16,0
26,47.7,4.625,0.2,1.0,2960.8011904545456,0.5,0.0,5.0,634.27,154,7.95,77.0,6,0
20,143.9,1.3125,0.4285714285714285,8.5,3015.685022727273,0.875,0.5714285714285714,7.0,396.86,854,9.593333333333334,58.3,15,1
89,144.8,3.333333333333333,0.4,10.0,39974.0992,0.6666666666666666,0.2,5.0,6902.399999999999,123,11.13846153846154,69.7,13,0
78,93.9,8.0,0.5,4.0,5487.489620454546,0.0,0.25,4.0,5459.88,123,7.223076923076923,52.7,13,0
31,89.8,12.8,0.2,3.0,4654.251839999999,0.0,0.4666666666666667,15.0,6157.8,673,6.414285714285714,26.0,14,0
71,71.1,0.0,0.25,7.0,6474.80590909091,1.0,0.125,16.0,700.84,1128,3.555,83.3,20,0
20,129.6,0.5,0.5,6.5,19472.104168363632,0.75,0.4,10.0,4317.84,185,40.87675,45.5,3,1
64,67.3,1.1428571428571428,0.1818181818181818,0.5,1471.4926909090912,0.8571428571428571,0.1818181818181818,11.0,278.98,62,13.46,88.0,5,0
8,132.9,5.666666666666667,0.0,5.0,11288.348654545453,0.0,0.0,1.0,4801.2,615,33.225,31.0,4,0
40,93.0,9.0,0.4,9.0,5227.921302545454,0.0,0.2,15.0,2667.48,367,5.8125,20.9,16,0
68,39.5,3.7142857142857135,0.3846153846153846,9.0,3871.7383258741256,0.5714285714285714,0.3076923076923077,13.0,542.57,701,2.46875,14.5,16,0
64,92.3,0.5,0.0,4.5,20768.41368,0.75,0.0,1.0,3781.92,916,11.5375,58.5,8,0
48,26.6,0.0,0.1666666666666666,10.0,52334.351999999984,1.0,0.3333333333333333,6.0,7120.32,185,8.866666666666667,50.4,3,0
44,42.8,3.0,0.3,4.5,1463.94144,0.6666666666666666,0.1,10.0,230.76,459,3.057142857142857,32.2,14,0
42,148.1,8.2,0.0,4.0,5621.982463999999,0.0,0.6666666666666666,3.0,5814.24,977,9.873333333333331,61.8,15,0
20,63.2,5.0,0.3846153846153846,2.5,24010.085488111887,0.5,0.3076923076923077,13.0,8206.32,1128,7.9,63.2,8,1
86,122.0,8.0,0.5,5.0,7268.08764,0.0,0.2857142857142857,14.0,3499.32,1311,13.555555555555555,24.7,9,0
37,103.3,0.2608695652173913,0.4444444444444444,7.0,4829.452178656127,0.9565217391304348,0.5555555555555556,9.0,671.62,673,9.39090909090909,25.2,11,0
2,35.6,0.0,0.4,1.0,3778.502727272728,1.0,0.2,10.0,714.15,854,4.45,70.7,8,0
40,21.7,6.166666666666667,0.3,5.0,2107.7208,0.1666666666666666,0.0,10.0,479.8999999999999,215,1.1421052631578947,80.1,19,0
61,31.0,0.0,0.1428571428571428,4.5,5669.174999999999,1.0,0.3571428571428571,14.0,755.89,246,10.333333333333334,92.4,3,0
28,43.4,2.090909090909091,0.2941176470588235,1.0,2649.646953038405,0.8181818181818182,0.2352941176470588,17.0,537.92,701,2.7125,29.3,16,0
38,88.0,0.0,0.1428571428571428,7.0,4573.626623376624,1.0,0.0714285714285714,14.0,470.5,185,5.866666666666666,41.2,15,0
53,34.6,5.5,0.3125,4.0,7148.789406818183,0.0,0.125,16.0,4395.72,1431,6.92,44.2,5,1
61,38.1,10.0,0.375,3.0,5525.176363636365,0.0,0.25,16.0,3754.56,674,1.905,43.4,20,0
81,49.1,6.0,0.4444444444444444,1.0,4196.821236363636,0.0,0.3333333333333333,9.0,3150.48,520,4.091666666666667,64.5,12,0
75,105.7,0.0,0.3333333333333333,3.5,34520.47454545455,1.0,0.1111111111111111,9.0,6925.08,62,5.563157894736842,71.2,19,0
75,23.3,0.1951219512195122,0.0,0.0,3059.9809079822617,0.975609756097561,0.25,4.0,535.22,1250,7.766666666666667,32.4,3,0
13,36.7,1.0,0.0,7.5,4557.625402597403,0.8,0.2857142857142857,7.0,521.7,185,3.0583333333333336,42.8,12,0
82,142.5,0.8695652173913043,0.3333333333333333,6.0,4371.017848484849,0.8695652173913043,0.5,6.0,642.94,1189,10.961538461538462,83.2,13,0
9,65.7,7.0,0.5,3.5,2777.525149090909,0.3333333333333333,0.3,10.0,739.92,885,7.300000000000001,75.4,9,0
41,121.7,0.3684210526315789,0.4285714285714285,7.0,5702.791960628845,0.9473684210526316,0.2142857142857142,14.0,696.11,185,8.113333333333333,61.6,15,0
1,119.6,0.0,0.25,4.0,2700.1090909090917,1.0,0.25,4.0,373.6,1462,6.294736842105263,36.3,19,0
23,131.5,2.0,0.4,9.5,4179.637583589743,0.7692307692307693,0.4666666666666667,15.0,525.58,1066,8.766666666666667,56.7,15,0
32,112.6,2.5,0.75,8.0,2693.8455909090912,0.6,0.25,4.0,434.81000000000006,93,12.511111111111113,42.4,9,0
34,125.3,7.666666666666667,0.4166666666666667,4.0,15955.6432,0.3333333333333333,0.25,12.0,5504.399999999999,1219,12.53,56.2,10,0
79,105.5,0.0,0.4,3.5,4666.238181818183,1.0,0.4,5.0,770.7000000000002,367,5.552631578947368,27.0,19,0
88,122.4,0.2,0.4285714285714285,0.5,2495.5426933766225,0.95,0.2142857142857142,14.0,524.18,1007,15.3,76.1,8,1
9,81.6,0.0,0.4444444444444444,9.5,32103.501818181816,1.0,0.2222222222222222,9.0,4714.8,701,11.657142857142857,20.3,7,0
19,65.1,5.0,0.4166666666666667,1.0,12209.82556818182,0.5,0.1666666666666666,12.0,4557.0,32,5.007692307692308,70.1,13,0
18,110.8,0.4444444444444444,0.4,5.0,3355.0347088888884,0.9444444444444444,0.2,5.0,463.2099999999999,336,15.828571428571427,45.4,7,0
52,90.0,1.1388888888888888,0.3636363636363636,2.0,2315.747636363636,0.8611111111111112,0.3636363636363636,11.0,459.99,428,4.5,11.8,20,0
32,81.1,2.6153846153846154,0.5454545454545454,3.0,1251.7287384615383,0.6923076923076923,0.1818181818181818,11.0,251.74,401,4.770588235294118,26.2,17,0
25,67.9,0.7666666666666667,0.5,8.5,4074.6178909090895,0.9333333333333332,0.5,2.0,517.92,977,4.8500000000000005,30.9,14,0
28,118.0,0.1875,0.4444444444444444,3.0,2249.637270833334,0.96875,0.1111111111111111,9.0,351.22,732,7.866666666666666,24.0,15,0
58,119.2,0.0,0.3,3.5,36200.93629090909,1.0,0.1,10.0,7128.72,1158,13.244444444444444,21.1,9,0
91,30.8,0.0,0.1333333333333333,9.0,3838.02109090909,1.0,0.3333333333333333,15.0,381.72,977,2.3692307692307693,24.6,13,1
30,45.7,0.0,0.1875,8.0,42255.67070454546,1.0,0.25,16.0,6290.28,459,4.154545454545455,93.7,11,1
9,99.1,3.6666666666666665,0.3333333333333333,9.0,12506.309793939396,0.6666666666666666,0.5,6.0,2466.6,977,11.011111111111113,52.8,9,0
45,84.4,2.75,0.25,0.5,21910.32238181818,0.5,0.1666666666666666,12.0,7682.88,428,10.55,34.1,8,0
25,85.6,8.0,0.4,8.0,15377.99350690909,0.0,0.2,15.0,6956.88,916,4.279999999999999,22.4,20,1
83,126.3,0.6111111111111112,0.4,0.5,1302.799157171717,0.9166666666666666,0.2,5.0,272.06,154,6.315,30.0,20,1
38,148.3,1.25,0.4,7.0,5349.870627272727,0.8,0.2,5.0,700.62,1189,24.71666666666667,84.3,6,0
71,103.2,4.0,0.4,5.0,1112.62536,0.6666666666666666,0.4,5.0,200.69,1097,6.88,39.5,15,0
14,125.6,1.3,0.5,8.0,4852.72211818182,0.8666666666666667,0.5,2.0,663.55,336,6.610526315789474,55.6,19,0
46,70.1,9.0,0.4615384615384615,0.5,4648.933218461537,0.0,0.0769230769230769,13.0,2901.12,1342,14.02,15.0,5,0
18,124.1,2.5,0.2857142857142857,8.0,5914.996011363637,0.8125,0.1428571428571428,7.0,690.94,1219,17.728571428571428,37.0,7,0
84,122.4,3.0,0.3571428571428571,5.5,25201.48817454546,0.0,0.2142857142857142,14.0,9577.68,612,8.16,48.9,15,0
24,34.3,1.5,0.5714285714285714,10.0,6512.359885714287,0.7142857142857143,0.0,7.0,747.39,432,2.286666666666666,12.5,15,0
91,54.9,11.333333333333334,0.3125,8.5,20472.906090000004,0.0,0.3125,16.0,7403.88,276,10.98,30.6,5,0
60,126.2,1.6470588235294117,0.4615384615384615,3.0,2998.8779719457007,0.8235294117647058,0.3846153846153846,13.0,589.93,763,6.642105263157895,60.1,19,0
51,147.6,4.666666666666667,0.2,6.0,1831.5401745454549,0.0,0.4,5.0,619.22,673,29.52,58.4,5,0
26,91.9,4.25,0.3571428571428571,1.5,9921.183185454543,0.0,0.2857142857142857,14.0,6574.08,977,4.836842105263158,50.9,19,0
76,83.3,0.0,0.375,9.0,21131.749227272725,1.0,0.25,16.0,3151.32,581,5.20625,39.0,16,0
45,96.8,2.3181818181818183,0.375,0.5,1117.8405185950414,0.7727272727272727,0.5,8.0,306.1,1311,8.066666666666666,31.6,12,0
77,78.1,0.0,0.6,3.0,4867.069090909092,1.0,0.0666666666666666,15.0,787.32,154,4.594117647058823,32.5,17,0
28,35.1,0.0,0.5714285714285714,8.0,29008.10945454546,1.0,0.4285714285714285,7.0,5239.56,1462,4.3875,34.5,8,0
54,63.5,3.0,0.4285714285714285,1.0,1836.6113396103897,0.625,0.7142857142857143,7.0,632.79,854,3.5277777777777777,81.4,18,0
19,104.4,0.0,0.4,4.5,16157.8368,1.0,0.2,10.0,3205.92,62,6.141176470588236,15.6,17,0
77,86.1,10.0,0.3333333333333333,7.0,19027.85181818181,0.0,0.25,9.0,8558.4,1038,28.7,71.6,3,0
63,48.3,5.2,0.3,3.0,4319.049378763635,0.0,0.6,10.0,3259.32,581,3.22,70.8,15,0
18,33.7,4.666666666666667,0.2857142857142857,6.0,10024.83250909091,0.0,0.1428571428571428,14.0,3579.6,32,2.5923076923076924,34.7,13,0
86,54.4,0.2954545454545454,0.5,2.0,4041.664623966943,0.9545454545454546,0.0,2.0,675.32,763,10.88,53.2,5,1
75,34.7,0.0,0.5,8.0,3440.059090909091,1.0,0.5,2.0,434.94999999999993,793,3.1545454545454548,15.9,11,1
57,112.7,2.130434782608696,0.3,8.0,3708.280472727273,0.782608695652174,0.2,10.0,449.34,1219,12.522222222222222,94.9,9,1
3,96.2,0.5,0.2,5.0,3789.768229090908,0.8333333333333334,0.4,15.0,555.27,1403,16.033333333333335,72.7,6,0
52,79.5,4.333333333333333,0.3333333333333333,5.0,3874.329346127946,0.3333333333333333,0.2222222222222222,18.0,798.67,642,5.3,22.1,15,1
48,86.8,1.2432432432432432,0.4285714285714285,3.5,3799.6228877956223,0.8918918918918919,0.1428571428571428,7.0,601.2008108108108,398,17.36,46.3,5,0
70,88.3,6.25,0.1428571428571428,8.0,15650.223709090908,0.0,0.1428571428571428,7.0,5802.24,215,6.792307692307692,31.1,13,0
8,123.2,8.0,0.5714285714285714,9.0,10709.330792727274,0.0,0.2857142857142857,7.0,8333.52,1189,7.247058823529412,64.3,17,0
57,33.3,0.5185185185185185,0.3333333333333333,10.0,6329.033208888888,0.925925925925926,0.2666666666666666,15.0,646.6799999999998,276,8.325,92.0,4,0
64,56.9,1.4411764705882353,0.1111111111111111,7.0,2897.152912655972,0.8529411764705882,0.1111111111111111,9.0,325.86,946,3.793333333333333,42.3,15,0
69,85.1,0.0,0.3571428571428571,8.0,6597.314805194805,1.0,0.4285714285714285,14.0,771.44,398,14.183333333333332,85.4,6,0
56,124.0,0.5777777777777777,0.0,4.5,4930.8554044444445,0.9111111111111112,0.25,4.0,628.01,123,17.714285714285715,85.0,7,0
83,73.1,0.6521739130434783,0.2,5.0,3423.094690909091,0.9565217391304348,0.2,10.0,435.39,1219,18.275,28.5,4,1
32,147.3,0.9565217391304348,0.3571428571428571,5.0,5052.61705909091,0.8913043478260869,0.1428571428571428,14.0,692.07,1219,21.042857142857144,86.3,7,0
9,50.6,4.0,0.3333333333333333,7.5,15806.242649696967,0.5,0.4444444444444444,9.0,3759.72,1038,5.0600000000000005,90.9,10,0
68,55.9,1.105263157894737,0.3076923076923077,10.0,6098.033076923077,0.8947368421052632,0.2307692307692307,13.0,624.7,398,3.992857142857143,67.2,14,0
4,21.3,0.3243243243243243,0.4166666666666667,2.0,3549.736702702702,0.918918918918919,0.0833333333333333,12.0,604.28,307,1.9363636363636365,48.8,11,0
78,32.2,1.3846153846153846,1.0,6.0,4981.676486013986,0.8846153846153846,0.0,1.0,783.05,797,1.61,70.2,20,0
54,66.9,10.0,0.3333333333333333,8.0,8832.765454545457,0.0,0.0,3.0,6112.32,977,9.55714285714286,46.3,7,1
7,34.7,0.0,0.3333333333333333,3.0,3973.931964809384,1.0,0.3333333333333333,6.0,642.841935483871,763,1.927777777777778,26.8,18,0
81,106.7,0.4324324324324324,0.3333333333333333,1.0,3117.371716953317,0.945945945945946,0.1666666666666666,6.0,574.77,642,5.927777777777778,27.0,18,1
79,67.9,8.5,0.125,7.0,10495.492235454543,0.0,0.25,8.0,3660.72,459,6.790000000000001,65.3,10,0
59,73.3,10.75,0.7142857142857143,3.0,4369.2877036363625,0.0,0.2142857142857142,14.0,5688.84,977,5.638461538461538,93.3,13,1
51,73.9,0.4318181818181818,0.3333333333333333,10.0,2426.740060606061,0.9318181818181818,0.3333333333333333,12.0,251.99000000000004,1462,4.347058823529412,92.4,17,1
46,37.0,0.72,0.3333333333333333,7.5,4798.130247272728,0.92,0.3333333333333333,15.0,581.63,1281,5.285714285714286,52.7,7,0
71,99.7,9.666666666666666,0.5,10.0,806.1300000000001,0.0,0.25,4.0,351.0,367,19.94,58.2,5,0
7,112.7,3.083333333333333,0.25,1.5,1187.8389322916669,0.6666666666666666,0.5,4.0,285.7958333333333,459,22.54,43.4,5,0
8,80.7,0.0,0.4705882352941176,2.0,2065.312299465241,1.0,0.2941176470588235,17.0,386.6,1372,8.07,26.7,10,0
32,115.6,9.6,0.0,2.5,4246.45025890909,0.0,0.0,4.0,3913.3200000000006,154,23.12,24.3,5,0
85,56.8,0.0,0.25,0.0,15666.295909090906,1.0,0.0,4.0,3861.72,1066,11.36,47.3,5,1
9,143.5,0.9473684210526316,0.5,3.5,2294.474740191388,0.8947368421052632,0.25,8.0,392.97,367,17.9375,10.6,8,0
43,119.4,10.333333333333334,0.1818181818181818,5.0,3596.43648,0.0,0.0909090909090909,11.0,2629.44,185,5.970000000000001,31.6,20,0
68,114.5,0.0,0.0,1.0,4430.5881818181815,1.0,0.3333333333333333,3.0,727.41,1431,5.725,54.5,20,0
13,146.6,1.8666666666666667,1.0,4.0,2985.8467672727274,0.6666666666666666,0.0,1.0,635.09,581,14.66,65.8,10,0
18,131.1,9.333333333333334,0.6666666666666666,6.0,1351.141818181818,0.0,0.3333333333333333,3.0,586.68,246,10.925,28.8,12,0
29,25.2,0.0,0.3529411764705882,1.0,36072.94832085562,1.0,0.1176470588235294,17.0,9074.04,916,2.8,34.7,9,0
45,119.1,0.7567567567567568,0.5,2.0,1180.8468825552825,0.8918918918918919,0.5,2.0,270.69,824,19.85,83.2,6,0
16,20.0,0.36,0.2941176470588235,5.5,2891.5524708449198,0.92,0.3529411764705882,17.0,397.09,62,2.0,35.3,10,0
55,106.2,1.3823529411764706,0.3333333333333333,5.5,3174.7801522281634,0.8529411764705882,0.3333333333333333,3.0,458.71,1038,6.6375,92.1,16,0
77,83.1,6.2,1.0,10.0,16415.63392,0.0,0.3333333333333333,3.0,8655.6,398,8.309999999999999,11.8,10,0
81,25.5,0.0,0.0,8.0,49014.407781818176,1.0,0.2,5.0,6792.12,520,1.7,17.8,15,0
41,89.1,0.9032258064516128,0.1538461538461538,1.0,2871.1620755244758,0.8387096774193549,0.3846153846153846,13.0,574.12,793,5.56875,66.2,16,0
64,65.1,0.6904761904761905,0.25,9.0,5868.120445454547,0.9047619047619048,0.375,8.0,646.32,336,13.02,53.2,5,0
12,93.3,4.25,0.0,2.5,2887.3757727272728,0.25,0.0,2.0,611.85,1431,4.910526315789474,14.4,19,0
13,28.5,6.4,0.5384615384615384,7.0,1295.518916923077,0.2,0.3846153846153846,13.0,306.08,854,3.5625,74.4,8,0
47,131.1,9.6,0.3333333333333333,8.5,8450.957637818181,0.0,0.1666666666666666,6.0,4870.92,1189,8.19375,20.7,16,0
5,134.9,0.1739130434782608,0.3125,0.5,1428.262975494071,0.9130434782608696,0.375,16.0,314.36,824,40.87675,68.5,3,0
57,30.5,2.333333333333333,0.3333333333333333,8.5,29975.546482424244,0.3333333333333333,0.5,12.0,7575.36,1462,10.166666666666666,83.2,3,0
