days_since_last_login,avg_monthly_usage_hours,payment_delay_days_mean,critical_ticket_ratio,avg_nps_score,revenue_at_risk,payment_consistency_score,unresolved_ratio,total_tickets,mrr_current,tenure_days,usage_per_user,feature_adoption_pct_mean,total_users,enterprise_account_health,churned
4,172.5,9.0,0.5,1.0,63451.29168,0.0,0.0,2.0,16387.2925,1158,7.1875,71.7,24,0.6424772727272727,0
34,96.0,0.3555555555555555,0.3333333333333333,5.0,33674.78177939394,0.9555555555555556,0.1666666666666666,6.0,4441.66,701,1.959183673469388,16.6,49,0.902094781144781,0
73,286.3,10.25,0.25,5.0,63650.048715000004,0.0,0.25,4.0,16387.2925,1038,3.6240506329113926,47.8,71,0.6845984848484847,0
69,174.7,1.4545454545454546,0.3076923076923077,3.0,9000.326977749522,0.8181818181818182,0.4615384615384615,13.0,1703.59,1342,2.0797619047619045,33.1,71,0.8321351981351982,0
13,279.9,6.666666666666667,0.3333333333333333,10.0,63650.048715000004,0.0,0.0666666666666666,15.0,16387.2925,701,8.48181818181818,18.9,33,0.6772222222222222,0
22,117.1,0.0,0.0,7.5,9342.45,1.0,0.0,3.0,878.35,1007,1.2728260869565218,77.3,71,0.9715909090909092,0
8,193.9,0.0,0.3846153846153846,7.0,8801.483916083916,1.0,0.3076923076923077,13.0,1062.12,1158,2.08494623655914,42.1,71,0.9226398601398602,0
59,213.0,7.6,0.25,0.0,23268.637739454545,0.0,0.375,8.0,16387.2925,1462,2.21875,83.5,71,0.5790344696969697,1
37,292.1,0.0,0.0,3.0,9195.944727272728,1.0,0.6,5.0,1440.96,1066,3.1074468085106384,71.7,71,0.8829545454545454,0
64,180.1,1.411764705882353,0.3333333333333333,8.5,41246.44263529413,0.8823529411764706,0.25,9.0,4572.18,246,4.5025,47.1,40,0.9244104278074868,0
18,139.1,1.6206896551724137,0.5714285714285714,9.0,41376.88953479624,0.8275862068965517,0.1428571428571428,7.0,4920.93,1372,1.5988505747126436,51.8,71,0.905188908792357,0
26,248.9,1.5,0.1666666666666666,7.0,63650.048715000004,0.25,0.1666666666666666,6.0,16387.2925,612,7.111428571428571,30.9,35,0.7910757575757575,0
85,208.7,1.96,0.5,0.0,12526.409845818183,0.84,0.0,2.0,2737.48,1066,2.746052631578947,19.6,71,0.8178869696969697,0
39,238.1,0.0,0.2,1.0,63650.048715000004,1.0,0.1,10.0,16387.2925,520,23.81,70.2,10,0.8789772727272727,0
41,220.1,3.75,0.5555555555555556,8.5,63650.048715000004,0.5,0.1111111111111111,9.0,16387.2925,946,11.005,63.5,20,0.8312878787878788,0
15,57.1,2.6666666666666665,0.0,6.0,11612.782036363637,0.4444444444444444,0.0,4.0,1679.03,489,0.8397058823529412,19.9,68,0.8363232323232324,0
25,204.0,11.0,0.1875,6.0,63650.048715000004,0.0,0.25,16.0,16387.2925,1007,6.0,63.7,34,0.6378683712121211,1
44,104.4,2.25,0.2,10.0,17370.25488,0.8333333333333334,0.2,10.0,1783.76,340,1.3050000000000002,17.7,71,0.9356666666666666,0
15,203.3,1.1111111111111112,1.0,1.0,8925.749277777779,0.8888888888888888,0.5,2.0,3676.51,1038,8.839130434782609,27.9,23,0.7787920875420875,0
50,195.7,5.25,0.2,6.5,61762.67193599999,0.0,0.4,15.0,16387.2925,520,13.978571428571428,17.7,14,0.7087272727272728,0
49,269.8,0.0,0.6666666666666666,10.0,63650.048715000004,1.0,0.3333333333333333,3.0,16387.2925,158,5.865217391304348,44.7,46,0.9375,0
26,272.7,0.0,0.2142857142857142,8.0,21285.80688311688,1.0,0.4285714285714285,14.0,2370.22,276,4.958181818181818,94.9,55,0.937094155844156,0
9,296.2,3.6666666666666665,0.1666666666666666,4.0,5155.75077020202,0.5833333333333334,0.1666666666666666,6.0,869.65,642,4.113888888888889,36.4,71,0.8178737373737374,0
79,200.4,0.0,0.5625,10.0,28199.345625,1.0,0.125,16.0,2837.67,732,5.01,30.9,40,0.95703125,0
71,271.6,0.8148148148148148,0.25,4.0,26622.673692929297,0.925925925925926,0.25,12.0,3847.02,1128,3.1218390804597704,57.0,71,0.8835805274971942,0
34,262.6,9.5,1.0,3.0,19129.67738181818,0.0,0.9333333333333333,1.0,16387.2925,1097,4.527586206896552,55.1,58,0.5101212121212121,0
65,258.6,0.0,0.25,5.5,9065.215909090908,1.0,0.25,8.0,1126.75,123,5.621739130434783,14.7,46,0.9176136363636364,0
43,265.4,0.9117647058823528,0.2222222222222222,10.0,46458.06443921568,0.8823529411764706,0.2222222222222222,9.0,4657.74,1219,3.4467532467532465,86.6,71,0.9462614379084968,0
1,232.6,2.0,0.5384615384615384,1.5,63650.048715000004,0.3333333333333333,0.1538461538461538,13.0,16387.2925,367,6.121052631578947,31.0,38,0.7214731934731934,0
49,201.7,1.173913043478261,1.0,2.0,1506.948161264822,0.8695652173913043,0.9333333333333333,1.0,993.48,185,3.41864406779661,27.3,59,0.7548735177865612,0
27,53.0,4.5,0.5882352941176471,10.0,10691.021647058824,0.5,0.1764705882352941,17.0,1529.86,1431,1.5588235294117647,39.6,34,0.8402058823529412,1
44,189.2,0.0,0.4615384615384615,5.5,16193.015244755246,1.0,0.1538461538461538,13.0,2103.18,1462,2.0127659574468084,12.4,71,0.910402097902098,0
13,190.8,10.0,0.4166666666666667,2.0,60599.287661818176,0.0,0.1666666666666666,12.0,16387.2925,32,5.611764705882353,75.4,34,0.573965909090909,0
29,152.1,10.8,0.25,1.0,53652.28762472727,0.0,0.25,4.0,16387.2925,824,3.8025,49.9,40,0.5656772727272728,0
88,91.6,6.5,0.2857142857142857,6.0,63650.048715000004,0.0,0.1428571428571428,7.0,16387.2925,1189,3.3925925925925924,32.4,27,0.6504264069264069,0
57,293.9,0.2058823529411764,0.2857142857142857,1.5,9128.833002902978,0.9705882352941176,0.1428571428571428,7.0,1526.51,1097,5.651923076923077,70.0,52,0.870192004074357,1
58,295.2,0.0,0.4117647058823529,2.5,63650.048715000004,1.0,0.1176470588235294,17.0,16387.2925,32,19.68,30.1,15,0.8816844919786097,1
45,67.6,7.5,0.3125,4.0,63650.048715000004,0.0,0.0625,16.0,16387.2925,246,0.7347826086956522,35.5,71,0.6283806818181819,0
3,55.8,10.4,0.2666666666666666,4.0,56090.95818938183,0.0,0.1333333333333333,15.0,16387.2925,1403,0.6488372093023256,61.4,71,0.6070848484848484,0
23,123.4,0.0,0.4285714285714285,9.0,21265.161428571428,1.0,0.0,7.0,2091.21,732,2.5183673469387755,33.9,49,0.9618506493506492,0
33,73.2,8.0,0.5,1.5,40551.06129454546,0.0,0.1666666666666666,12.0,16387.2925,276,0.8511627906976744,65.9,71,0.6004090909090909,0
37,274.4,9.333333333333334,0.2666666666666666,6.5,63650.048715000004,0.0,0.0666666666666666,15.0,16387.2925,1403,5.965217391304347,55.3,46,0.7145050505050505,0
12,260.4,0.5909090909090909,0.5,6.5,13981.73085041322,0.9090909090909092,0.9333333333333333,2.0,2630.74,185,5.314285714285714,86.9,49,0.846719696969697,0
15,219.7,0.2,0.5,9.0,29865.245563636367,0.96,0.5,4.0,3609.45,398,2.241836734693877,38.2,71,0.9176030303030304,0
65,278.6,1.5666666666666669,0.4444444444444444,7.0,8716.42017979798,0.8333333333333334,0.1111111111111111,9.0,1105.95,276,18.57333333333333,35.7,15,0.8936757575757577,0
70,214.3,0.4444444444444444,0.25,1.0,14864.41923712121,0.9444444444444444,0.5,4.0,3167.97,1219,2.279787234042553,72.2,71,0.8385559764309763,0
89,189.1,8.0,0.2,1.0,63650.048715000004,0.0,0.2,5.0,16387.2925,1158,1.91010101010101,64.6,71,0.6273939393939394,0
66,178.9,8.4,0.4444444444444444,4.0,63650.048715000004,0.0,0.1111111111111111,9.0,16387.2925,276,2.710606060606061,16.7,66,0.6026959595959596,0
60,253.3,0.1842105263157894,0.3,5.0,20575.591145645933,0.9736842105263158,0.1,10.0,2585.98,1281,25.33,90.7,10,0.912427432216906,0
1,189.3,0.6875,0.4117647058823529,10.0,45960.70202941177,0.9375,0.1764705882352941,17.0,4657.3,123,3.10327868852459,94.8,61,0.9489019607843138,0
34,143.4,9.4,0.1538461538461538,5.5,25323.035342769224,0.0,0.3076923076923077,13.0,16387.2925,520,3.585,83.1,40,0.5989508158508158,0
47,282.9,5.333333333333333,0.1428571428571428,8.0,63650.048715000004,0.0,0.3571428571428571,14.0,16387.2925,489,20.207142857142856,86.0,14,0.691800505050505,0
2,192.8,1.6666666666666667,0.3333333333333333,6.0,38369.714133333335,0.0,0.3333333333333333,15.0,14340.840000000002,93,3.1606557377049183,56.9,61,0.7084343434343434,0
60,61.1,0.0,0.7777777777777778,6.0,29618.19212121212,1.0,0.4444444444444444,9.0,4814.78,215,0.7833333333333333,19.8,71,0.8781565656565656,1
36,104.3,3.25,0.3125,4.0,63650.048715000004,0.75,0.125,16.0,16387.2925,551,3.067647058823529,66.8,34,0.8458077651515152,0
90,264.4,1.5,0.6666666666666666,4.0,50972.0965090909,0.0,0.5,6.0,16387.2925,946,2.7257731958762883,91.5,71,0.5949015151515151,1
1,75.1,0.0,1.0,2.0,10246.845,1.0,0.5,2.0,3267.11,1281,1.5019999999999998,22.6,50,0.8153409090909091,0
53,294.2,6.0,0.0,9.0,63650.048715000004,0.0,0.0,1.0,16387.2925,1342,13.372727272727271,21.3,22,0.7726363636363637,0
86,69.9,2.5,0.4444444444444444,5.0,63650.048715000004,0.75,0.3333333333333333,9.0,16387.2925,946,1.3705882352941177,14.8,51,0.8322222222222222,0
5,114.8,0.2608695652173913,0.3,6.0,27904.12446735178,0.9130434782608696,0.3,10.0,3644.92,1281,1.383132530120482,19.7,71,0.8989584980237153,0
64,142.5,0.8823529411764706,0.3,6.5,7373.6161026737955,0.9411764705882352,0.6,10.0,1034.16,276,5.089285714285714,82.3,28,0.8898596256684491,0
41,116.6,0.0,0.3333333333333333,2.5,12787.82909090909,1.0,0.0,12.0,1850.87,520,3.761290322580645,36.0,31,0.8939393939393939,0
67,69.5,0.0357142857142857,0.0,2.5,27091.17593896104,0.9642857142857144,0.5,2.0,4304.89,1431,0.8475609756097561,26.6,71,0.876284632034632,0
56,85.7,0.7105263157894737,0.0,7.5,28672.432995215317,0.9210526315789472,0.9333333333333333,1.0,3928.4,581,0.9315217391304348,70.7,71,0.8914066985645933,1
34,278.8,9.0,0.3529411764705882,1.0,26084.79019251337,0.0,0.3529411764705882,17.0,16387.2925,642,7.7444444444444445,47.7,36,0.5996096256684492,0
88,209.7,0.3333333333333333,0.3,3.0,18918.25012363636,0.8333333333333334,0.1,10.0,2963.16,1431,5.667567567567567,21.8,37,0.8612323232323233,1
77,62.1,1.3421052631578947,0.3,8.0,35743.4915555024,0.868421052631579,0.2,10.0,4105.67,520,1.035,64.9,60,0.916127990430622,0
57,288.8,0.0,0.3333333333333333,2.0,21383.63090909091,1.0,0.3333333333333333,3.0,3793.87,123,8.022222222222222,94.5,36,0.8674242424242424,0
68,93.9,0.0,0.0,9.0,63650.048715000004,1.0,0.0,1.0,9936.84,1101,7.825,27.9,12,0.9886363636363636,0
4,197.6,0.8205128205128205,0.2307692307692307,5.0,17193.73675560337,0.8974358974358975,0.3076923076923077,13.0,2380.49,1128,6.175,85.7,32,0.8868271173271174,0
39,123.5,0.3333333333333333,0.3636363636363636,5.5,11602.212765151517,0.9166666666666666,0.5454545454545454,11.0,1779.7699999999998,1219,1.871212121212121,44.9,66,0.874489898989899,0
1,246.7,0.55,0.0,6.5,23113.996349090903,0.95,0.25,4.0,2547.52,1219,7.048571428571428,62.5,35,0.933135606060606,0
72,204.8,11.5,0.1428571428571428,5.0,55174.61752363636,0.0,0.0,7.0,16387.2925,854,6.4,34.3,32,0.70358658008658,0
45,180.5,0.0,0.5384615384615384,7.5,63650.048715000004,1.0,0.1538461538461538,13.0,16387.2925,1372,6.9423076923076925,81.6,26,0.9283216783216784,0
15,275.7,2.333333333333333,0.5714285714285714,6.0,11283.704256277057,0.6666666666666666,0.1428571428571428,7.0,1797.71,701,3.5346153846153845,81.5,71,0.8370137085137085,0
67,195.5,0.5348837209302325,0.6,10.0,37291.28160744186,0.9069767441860463,0.2,5.0,4089.29,428,5.75,56.7,34,0.929968992248062,0
16,224.6,9.5,0.0,8.5,63650.048715000004,0.0,0.0,4.0,16387.2925,459,2.8794871794871795,63.8,71,0.757621212121212,0
84,149.3,1.3,0.0,10.0,34948.1296,0.9,0.0,5.0,3093.85,1158,1.9389610389610392,72.6,71,0.9765333333333334,1
13,298.8,0.4666666666666667,0.2857142857142857,8.5,29747.86025636363,0.9555555555555556,0.2142857142857142,14.0,3152.4099999999994,642,3.0804123711340208,50.4,71,0.941571212121212,0
6,175.2,8.6,0.7142857142857143,3.0,55389.768192,0.0,0.1428571428571428,7.0,16387.2925,673,4.866666666666666,63.5,36,0.5719497835497835,0
20,148.4,0.0,0.5,10.0,63650.048715000004,1.0,0.25,4.0,16387.2925,1219,4.24,17.6,35,0.953125,0
88,155.7,1.5,0.25,10.0,40396.4666375,0.75,0.1666666666666666,12.0,4344.29,854,11.12142857142857,25.3,14,0.9199583333333332,0
66,182.4,4.0,0.4,2.0,38711.296145454544,0.0,0.1,10.0,16387.2925,977,7.6,59.6,24,0.6071742424242424,0
45,65.8,0.6296296296296297,0.5,0.5,14594.53136296296,0.925925925925926,0.5,8.0,3986.77,1097,1.4304347826086956,56.6,46,0.8130516273849607,0
87,197.5,0.46875,0.3,0.0,17241.954819034094,0.9375,0.4,10.0,4016.63,185,14.107142857142858,25.7,14,0.8288636363636365,1
31,54.0,0.3695652173913043,1.0,2.5,14788.386436363638,0.9347826086956522,0.3333333333333333,3.0,3920.58,1404,4.5,85.1,12,0.8174104084321475,1
87,183.9,7.4,0.4285714285714285,10.0,63650.048715000004,0.0,0.1428571428571428,14.0,16387.2925,701,2.419736842105263,45.5,71,0.6965523809523809,0
8,188.4,4.666666666666667,0.1538461538461538,3.0,9678.113271794871,0.0,0.1538461538461538,13.0,3614.38,551,2.325925925925926,50.8,71,0.6487793317793318,0
22,63.6,0.0,0.6,10.0,63650.048715000004,1.0,0.2,5.0,16387.2925,32,0.825974025974026,67.6,71,0.95,0
61,98.1,4.5,0.0,1.5,48348.32338636363,0.25,0.5,2.0,16387.2925,977,1.8166666666666669,53.1,54,0.7101590909090909,0
43,274.9,0.5238095238095238,0.5833333333333334,7.0,17653.00387878788,0.9523809523809524,0.25,12.0,2307.9,673,3.9271428571428566,85.8,70,0.9029051226551226,0
69,182.6,0.0,0.5,9.0,63650.048715000004,1.0,0.125,8.0,16387.2925,551,2.0065934065934066,21.3,71,0.9495738636363636,0
15,88.1,0.0,0.5333333333333333,1.0,47576.49425454545,1.0,0.2,15.0,13896.48,1128,1.3984126984126983,51.1,63,0.8518939393939394,0
38,294.1,2.083333333333333,0.4545454545454545,9.0,34394.09606060606,0.75,0.2727272727272727,11.0,4307.42,489,19.60666666666667,83.5,15,0.8876262626262625,0
64,95.2,2.533333333333333,0.0,0.0,15395.583039999994,0.6666666666666666,0.0,1.0,2880.9099999999994,701,2.0255319148936173,43.5,47,0.8129414141414141,0
61,58.7,3.0,0.25,3.0,37781.53897636364,0.3333333333333333,0.0,4.0,11230.68,1038,1.1979591836734695,42.7,49,0.7634962121212121,0
60,216.3,0.0,0.0,5.0,15750.190909090908,1.0,0.0,1.0,1698.55,1250,2.4033333333333333,53.1,71,0.943181818181818,0
30,185.3,8.4,0.4,2.0,41777.511918545446,0.0,0.1333333333333333,15.0,16387.2925,1311,1.871717171717172,41.0,71,0.5573575757575757,1
36,231.5,0.4545454545454545,0.4285714285714285,4.5,16922.01981818182,0.8787878787878788,0.5714285714285714,14.0,3012.01,1066,6.614285714285714,32.2,35,0.8495454545454546,0
9,80.8,0.0,0.4615384615384615,9.0,63650.048715000004,1.0,0.2307692307692307,13.0,16387.2925,763,5.05,16.5,16,0.9453671328671328,0
46,279.3,6.333333333333333,0.3333333333333333,3.0,43941.4331490909,0.0,0.25,9.0,16387.2925,1462,2.9093750000000003,60.1,71,0.5923156565656565,0
29,189.8,0.0,0.25,0.5,26873.526136363635,1.0,0.125,8.0,4720.3,885,2.3725,37.7,71,0.8686079545454546,0
48,75.8,4.0,0.0,6.5,63650.048715000004,0.0,0.9333333333333333,1.0,16387.2925,1128,3.158333333333333,73.4,24,0.6150606060606061,0
25,152.0,6.0,0.3333333333333333,0.5,63650.048715000004,0.0,0.0833333333333333,12.0,16387.2925,398,1.5833333333333333,83.2,71,0.6500037878787879,1
82,243.7,0.0,0.1111111111111111,5.0,38156.961818181815,1.0,0.2222222222222222,9.0,4612.38,763,3.868253968253968,72.0,63,0.9223484848484848,0
22,276.6,7.0,0.5454545454545454,7.5,44355.16695272726,0.0,0.0909090909090909,11.0,16387.2925,1281,4.852631578947369,23.4,57,0.6171515151515151,0
54,153.8,1.375,0.3333333333333333,9.0,11909.605751136363,0.8125,0.6666666666666666,3.0,1570.27,977,4.047368421052632,39.8,38,0.8849696969696971,0
88,192.2,3.083333333333333,0.6666666666666666,7.0,18671.0254949495,0.5833333333333334,0.0,6.0,2895.0500000000006,1158,2.288095238095238,24.9,71,0.8326868686868687,0
34,211.6,0.0,0.4,1.0,63650.048715000004,1.0,0.0,10.0,16387.2925,1158,3.0666666666666664,91.8,69,0.8727272727272727,0
45,266.0,2.333333333333333,0.5,8.5,25670.46938484849,0.7333333333333333,0.9333333333333333,2.0,4513.91,489,13.3,35.8,20,0.8296489898989898,0
7,100.6,3.333333333333333,0.6666666666666666,2.0,40813.72824242424,0.3333333333333333,0.0,3.0,16051.799999999996,93,3.869230769230769,64.7,26,0.7252020202020202,0
16,282.2,0.0,0.375,2.5,63650.048715000004,1.0,0.5,16.0,16387.2925,581,4.409375,80.9,64,0.8600852272727273,0
12,174.4,4.5,0.0,8.0,63650.048715000004,0.5,0.9333333333333333,1.0,16387.2925,854,2.6424242424242426,54.1,66,0.8027727272727273,0
71,250.4,0.0,0.3846153846153846,8.0,30030.86181818182,1.0,0.0769230769230769,13.0,3153.02,581,3.383783783783784,74.7,71,0.9484265734265734,0
23,69.3,3.0,0.4444444444444444,0.0,63650.048715000004,0.5,0.3333333333333333,9.0,16387.2925,1158,0.9625,21.0,71,0.7297525252525252,0
81,104.6,2.888888888888889,0.3333333333333333,10.0,34549.86340740741,0.7777777777777778,0.3333333333333333,3.0,3972.94,215,2.011538461538461,31.3,52,0.9061851851851852,0
32,175.8,2.0,0.6,6.0,63650.048715000004,0.5,0.2,5.0,16387.2925,612,2.3440000000000003,15.1,71,0.7992121212121213,0
63,164.7,4.75,0.4666666666666667,0.5,33885.74597672727,0.5,0.2666666666666666,15.0,14592.24,1342,8.668421052631578,21.5,19,0.7335454545454545,0
38,149.6,0.0416666666666666,0.3,1.0,4929.056175757576,0.9583333333333334,0.3,10.0,951.7000000000002,398,2.0493150684931507,85.6,71,0.8517828282828283,0
2,297.0,0.2127659574468085,0.5,2.0,14754.041678916828,0.9787234042553192,0.5,4.0,3221.0800000000004,581,3.0,30.7,71,0.8417682140554481,0
14,265.2,0.3658536585365853,0.5,0.0,9267.09577383592,0.975609756097561,0.25,4.0,2189.46,428,6.314285714285714,27.2,42,0.833634977827051,0
